"Step","misty-bee-25 - episode/return","misty-bee-25 - episode/return__MIN","misty-bee-25 - episode/return__MAX","cosmic-music-22 - episode/return","cosmic-music-22 - episode/return__MIN","cosmic-music-22 - episode/return__MAX","neat-thunder-21 - episode/return","neat-thunder-21 - episode/return__MIN","neat-thunder-21 - episode/return__MAX"
"24544","","","","","","","685.8157958984375","685.8157958984375","685.8157958984375"
"24771","3241.8427734375","3241.8427734375","3241.8427734375","","","","","",""
"24800","","","","","","","867.0096435546875","867.0096435546875","867.0096435546875"
"24957","","","","","","","384.6044921875","384.6044921875","384.6044921875"
"25067","","","","2580.867431640625","2580.867431640625","2580.867431640625","","",""
"25129","","","","","","","419.7748107910156","419.7748107910156","419.7748107910156"
"25292","1871.4267578125","1871.4267578125","1871.4267578125","","","","","",""
"25330","","","","","","","557.4144897460938","557.4144897460938","557.4144897460938"
"25389","","","","1227.6334228515625","1227.6334228515625","1227.6334228515625","","",""
"25597","","","","","","","540.58251953125","540.58251953125","540.58251953125"
"25683","","","","1144.8245849609375","1144.8245849609375","1144.8245849609375","","",""
"25740","","","","","","","351.0267333984375","351.0267333984375","351.0267333984375"
"25895","","","","743.9484252929688","743.9484252929688","743.9484252929688","","",""
"26051","","","","","","","990.70068359375","990.70068359375","990.70068359375"
"26170","","","","981.3206787109375","981.3206787109375","981.3206787109375","","",""
"26256","","","","","","","581.3366088867188","581.3366088867188","581.3366088867188"
"26292","3888.9755859375","3888.9755859375","3888.9755859375","","","","","",""
"26457","","","","","","","594.2008666992188","594.2008666992188","594.2008666992188"
"26528","","","","1356.2579345703125","1356.2579345703125","1356.2579345703125","","",""
"26656","","","","","","","647.47900390625","647.47900390625","647.47900390625"
"26721","","","","596.7595825195312","596.7595825195312","596.7595825195312","","",""
"26863","","","","443.1499328613281","443.1499328613281","443.1499328613281","","",""
"26874","","","","","","","697.6015014648438","697.6015014648438","697.6015014648438"
"27052","","","","","","","514.4502563476562","514.4502563476562","514.4502563476562"
"27285","","","","","","","633.2933349609375","633.2933349609375","633.2933349609375"
"27292","3508.575927734375","3508.575927734375","3508.575927734375","","","","","",""
"27381","","","","2279.15478515625","2279.15478515625","2279.15478515625","","",""
"27454","","","","","","","486.7672119140625","486.7672119140625","486.7672119140625"
"27614","","","","","","","464.4638671875","464.4638671875","464.4638671875"
"27621","","","","828.2613525390625","828.2613525390625","828.2613525390625","","",""
"27771","1493.9237060546875","1493.9237060546875","1493.9237060546875","","","","","",""
"27808","","","","","","","598.4945068359375","598.4945068359375","598.4945068359375"
"27832","","","","766.5142822265625","766.5142822265625","766.5142822265625","","",""
"28001","","","","558.8276977539062","558.8276977539062","558.8276977539062","","",""
"28041","","","","","","","766.0347900390625","766.0347900390625","766.0347900390625"
"28054","834.2208862304688","834.2208862304688","834.2208862304688","","","","","",""
"28124","","","","375.49969482421875","375.49969482421875","375.49969482421875","","",""
"28360","","","","","","","1001.8502807617188","1001.8502807617188","1001.8502807617188"
"28368","","","","901.1263427734375","901.1263427734375","901.1263427734375","","",""
"28558","","","","","","","637.2325439453125","637.2325439453125","637.2325439453125"
"28614","1843.303466796875","1843.303466796875","1843.303466796875","","","","","",""
"28754","","","","1555.967529296875","1555.967529296875","1555.967529296875","","",""
"28795","","","","","","","826.312255859375","826.312255859375","826.312255859375"
"28957","","","","","","","360.2223205566406","360.2223205566406","360.2223205566406"
"29090","","","","1298.86376953125","1298.86376953125","1298.86376953125","","",""
"29148","1766.8316650390625","1766.8316650390625","1766.8316650390625","","","","","",""
"29217","","","","","","","939.41552734375","939.41552734375","939.41552734375"
"29408","","","","","","","534.8419799804688","534.8419799804688","534.8419799804688"
"29447","","","","1393.800537109375","1393.800537109375","1393.800537109375","","",""
"29617","1640.161376953125","1640.161376953125","1640.161376953125","","","","","",""
"29657","","","","","","","896.043212890625","896.043212890625","896.043212890625"
"29786","","","","1377.4647216796875","1377.4647216796875","1377.4647216796875","","",""
"29865","","","","","","","702.9852905273438","702.9852905273438","702.9852905273438"
"30080","","","","1155.9312744140625","1155.9312744140625","1155.9312744140625","","",""
"30085","","","","","","","746.968505859375","746.968505859375","746.968505859375"
"30151","1771.2515869140625","1771.2515869140625","1771.2515869140625","","","","","",""
"30296","","","","","","","533.5264282226562","533.5264282226562","533.5264282226562"
"30378","","","","1141.631103515625","1141.631103515625","1141.631103515625","","",""
"30455","984.4109497070312","984.4109497070312","984.4109497070312","","","","","",""
"30495","","","","335.094970703125","335.094970703125","335.094970703125","","",""
"30633","","","","391.7502746582031","391.7502746582031","391.7502746582031","","",""
"30727","","","","","","","1637.3466796875","1637.3466796875","1637.3466796875"
"30763","793.6705322265625","793.6705322265625","793.6705322265625","","","","","",""
"30916","","","","","","","544.7565307617188","544.7565307617188","544.7565307617188"
"31033","","","","1710.89013671875","1710.89013671875","1710.89013671875","","",""
"31143","","","","","","","795.197265625","795.197265625","795.197265625"
"31309","","","","948.6138916015625","948.6138916015625","948.6138916015625","","",""
"31365","","","","","","","717.3006591796875","717.3006591796875","717.3006591796875"
"31543","","","","","","","552.2006225585938","552.2006225585938","552.2006225585938"
"31553","","","","874.122314453125","874.122314453125","874.122314453125","","",""
"31717","","","","","","","525.1796875","525.1796875","525.1796875"
"31763","3911.84716796875","3911.84716796875","3911.84716796875","","","","","",""
"31859","","","","1249.1400146484375","1249.1400146484375","1249.1400146484375","","",""
"31888","","","","","","","484.48858642578125","484.48858642578125","484.48858642578125"
"32130","","","","","","","899.2371826171875","899.2371826171875","899.2371826171875"
"32207","","","","1325.343017578125","1325.343017578125","1325.343017578125","","",""
"32376","","","","","","","906.8948974609375","906.8948974609375","906.8948974609375"
"32532","","","","1190.0841064453125","1190.0841064453125","1190.0841064453125","","",""
"32556","","","","","","","547.3314819335938","547.3314819335938","547.3314819335938"
"32763","3433.3408203125","3433.3408203125","3433.3408203125","","","","","",""
"32768","","","","","","","659.20849609375","659.20849609375","659.20849609375"
"32787","","","","974.7955932617188","974.7955932617188","974.7955932617188","","",""
"32922","","","","","","","472.8310546875","472.8310546875","472.8310546875"
"33031","","","","921.905029296875","921.905029296875","921.905029296875","","",""
"33089","","","","","","","477.974609375","477.974609375","477.974609375"
"33310","","","","1040.5321044921875","1040.5321044921875","1040.5321044921875","","",""
"33334","","","","","","","796.3988037109375","796.3988037109375","796.3988037109375"
"33564","","","","","","","714.3578491210938","714.3578491210938","714.3578491210938"
"33597","","","","1187.285400390625","1187.285400390625","1187.285400390625","","",""
"33763","3624.60302734375","3624.60302734375","3624.60302734375","","","","","",""
"33777","","","","611.9097290039062","611.9097290039062","611.9097290039062","","",""
"33780","","","","","","","673.9898071289062","673.9898071289062","673.9898071289062"
"34021","","","","","","","622.3944091796875","622.3944091796875","622.3944091796875"
"34078","","","","1116.3336181640625","1116.3336181640625","1116.3336181640625","","",""
"34173","","","","","","","384.9393615722656","384.9393615722656","384.9393615722656"
"34370","","","","1205.3056640625","1205.3056640625","1205.3056640625","","",""
"34408","","","","","","","829.5629272460938","829.5629272460938","829.5629272460938"
"34598","","","","","","","587.0942993164062","587.0942993164062","587.0942993164062"
"34680","","","","1264.43115234375","1264.43115234375","1264.43115234375","","",""
"34755","","","","","","","421.88690185546875","421.88690185546875","421.88690185546875"
"34763","3594.830322265625","3594.830322265625","3594.830322265625","","","","","",""
"34779","","","","257.3393249511719","257.3393249511719","257.3393249511719","","",""
"35053","","","","","","","1088.27197265625","1088.27197265625","1088.27197265625"
"35054","","","","993.0586547851562","993.0586547851562","993.0586547851562","","",""
"35208","1532.0404052734375","1532.0404052734375","1532.0404052734375","","","","","",""
"35311","","","","","","","868.419921875","868.419921875","868.419921875"
"35330","","","","1083.079833984375","1083.079833984375","1083.079833984375","","",""
"35464","","","","378.1688232421875","378.1688232421875","378.1688232421875","","",""
"35537","","","","","","","806.2921142578125","806.2921142578125","806.2921142578125"
"35701","","","","","","","430.2613220214844","430.2613220214844","430.2613220214844"
"35796","","","","1393.5367431640625","1393.5367431640625","1393.5367431640625","","",""
"35949","","","","","","","808.3671264648438","808.3671264648438","808.3671264648438"
"35956","","","","520.6121826171875","520.6121826171875","520.6121826171875","","",""
"36075","","","","","","","305.1866760253906","305.1866760253906","305.1866760253906"
"36208","3426.12939453125","3426.12939453125","3426.12939453125","","","","","",""
"36294","","","","1302.6563720703125","1302.6563720703125","1302.6563720703125","","",""
"36305","","","","","","","755.375732421875","755.375732421875","755.375732421875"
"36574","","","","","","","944.3914794921875","944.3914794921875","944.3914794921875"
"36578","1034.9388427734375","1034.9388427734375","1034.9388427734375","","","","","",""
"36615","","","","1300.96337890625","1300.96337890625","1300.96337890625","","",""
"36776","","","","","","","655.784423828125","655.784423828125","655.784423828125"
"36852","729.9779663085938","729.9779663085938","729.9779663085938","","","","","",""
"36879","","","","992.9407958984375","992.9407958984375","992.9407958984375","","",""
"36999","","","","","","","753.241455078125","753.241455078125","753.241455078125"
"37164","","","","1128.427490234375","1128.427490234375","1128.427490234375","","",""
"37264","","","","","","","927.3301391601562","927.3301391601562","927.3301391601562"
"37509","","","","1319.99609375","1319.99609375","1319.99609375","","",""
"37515","","","","","","","712.9428100585938","712.9428100585938","712.9428100585938"
"37628","2952.534912109375","2952.534912109375","2952.534912109375","","","","","",""
"37736","","","","","","","787.7998046875","787.7998046875","787.7998046875"
"37859","","","","1388.84716796875","1388.84716796875","1388.84716796875","","",""
"37993","","","","","","","909.6928100585938","909.6928100585938","909.6928100585938"
"38104","1742.5496826171875","1742.5496826171875","1742.5496826171875","","","","","",""
"38110","","","","953.6071166992188","953.6071166992188","953.6071166992188","","",""
"38220","","","","","","","769.0046997070312","769.0046997070312","769.0046997070312"
"38245","","","","375.6364440917969","375.6364440917969","375.6364440917969","","",""
"38464","","","","","","","875.7953491210938","875.7953491210938","875.7953491210938"
"38594","","","","1282.8760986328125","1282.8760986328125","1282.8760986328125","","",""
"38736","","","","","","","904.4114379882812","904.4114379882812","904.4114379882812"
"38908","","","","1231.815673828125","1231.815673828125","1231.815673828125","","",""
"38952","","","","","","","631.3843994140625","631.3843994140625","631.3843994140625"
"39104","3166.7890625","3166.7890625","3166.7890625","","","","","",""
"39184","","","","1043.0494384765625","1043.0494384765625","1043.0494384765625","","",""
"39207","","","","","","","905.2034301757812","905.2034301757812","905.2034301757812"
"39283","430.3409423828125","430.3409423828125","430.3409423828125","","","","","",""
"39409","","","","","","","670.1317138671875","670.1317138671875","670.1317138671875"
"39436","","","","906.1011352539062","906.1011352539062","906.1011352539062","","",""
"39632","","","","","","","706.6072998046875","706.6072998046875","706.6072998046875"
"39638","1093.7337646484375","1093.7337646484375","1093.7337646484375","","","","","",""
"39810","","","","1573.449951171875","1573.449951171875","1573.449951171875","","",""
"39860","","","","","","","620.827880859375","620.827880859375","620.827880859375"
"39944","719.972412109375","719.972412109375","719.972412109375","","","","","",""
"39974","","","","527.7086791992188","527.7086791992188","527.7086791992188","","",""
"40062","","","","","","","615.2742919921875","615.2742919921875","615.2742919921875"
"40164","","","","669.8170776367188","669.8170776367188","669.8170776367188","","",""
"40208","","","","","","","404.71807861328125","404.71807861328125","404.71807861328125"
"40410","","","","","","","630.1878051757812","630.1878051757812","630.1878051757812"
"40424","","","","998.9518432617188","998.9518432617188","998.9518432617188","","",""
"40572","2271.924072265625","2271.924072265625","2271.924072265625","","","","","",""
"40725","","","","","","","1259.7567138671875","1259.7567138671875","1259.7567138671875"
"40737","","","","1279.3829345703125","1279.3829345703125","1279.3829345703125","","",""
"40902","992.0783081054688","992.0783081054688","992.0783081054688","","","","","",""
"40929","","","","","","","560.6370849609375","560.6370849609375","560.6370849609375"
"40932","","","","666.3623657226562","666.3623657226562","666.3623657226562","","",""
"41132","","","","","","","644.2335205078125","644.2335205078125","644.2335205078125"
"41270","","","","1362.9044189453125","1362.9044189453125","1362.9044189453125","","",""
"41372","","","","","","","812.042724609375","812.042724609375","812.042724609375"
"41624","","","","1489.1143798828125","1489.1143798828125","1489.1143798828125","","",""
"41713","","","","","","","1405.0206298828125","1405.0206298828125","1405.0206298828125"
"41769","","","","481.33935546875","481.33935546875","481.33935546875","","",""
"41902","3351.34619140625","3351.34619140625","3351.34619140625","","","","","",""
"41939","","","","","","","723.9588623046875","723.9588623046875","723.9588623046875"
"42027","","","","1040.786376953125","1040.786376953125","1040.786376953125","","",""
"42157","","","","","","","732.0265502929688","732.0265502929688","732.0265502929688"
"42196","","","","547.3360595703125","547.3360595703125","547.3360595703125","","",""
"42494","","","","1241.5999755859375","1241.5999755859375","1241.5999755859375","","",""
"42502","","","","","","","1400.88232421875","1400.88232421875","1400.88232421875"
"42767","","","","","","","980.5009155273438","980.5009155273438","980.5009155273438"
"42769","","","","1118.54541015625","1118.54541015625","1118.54541015625","","",""
"42902","3526.99609375","3526.99609375","3526.99609375","","","","","",""
"42980","","","","","","","703.0372314453125","703.0372314453125","703.0372314453125"
"43174","","","","1690.5640869140625","1690.5640869140625","1690.5640869140625","","",""
"43189","722.0311279296875","722.0311279296875","722.0311279296875","","","","","",""
"43205","","","","","","","599.6824951171875","599.6824951171875","599.6824951171875"
"43413","","","","889.7963256835938","889.7963256835938","889.7963256835938","","",""
"43497","","","","","","","1054.12451171875","1054.12451171875","1054.12451171875"
"43736","","","","","","","812.5428466796875","812.5428466796875","812.5428466796875"
"43743","","","","1364.6527099609375","1364.6527099609375","1364.6527099609375","","",""
"43979","","","","","","","817.0489501953125","817.0489501953125","817.0489501953125"
"44049","","","","1305.1414794921875","1305.1414794921875","1305.1414794921875","","",""
"44189","3703.49267578125","3703.49267578125","3703.49267578125","","","","","",""
"44195","","","","","","","741.165771484375","741.165771484375","741.165771484375"
"44400","","","","1314.4754638671875","1314.4754638671875","1314.4754638671875","","",""
"44478","","","","","","","1033.693115234375","1033.693115234375","1033.693115234375"
"44591","","","","648.2273559570312","648.2273559570312","648.2273559570312","","",""
"44597","1443.474609375","1443.474609375","1443.474609375","","","","","",""
"44730","","","","","","","804.5847778320312","804.5847778320312","804.5847778320312"
"44788","440.8868713378906","440.8868713378906","440.8868713378906","","","","","",""
"44898","","","","1264.563232421875","1264.563232421875","1264.563232421875","","",""
"44937","","","","","","","674.3640747070312","674.3640747070312","674.3640747070312"
"45104","","","","716.7123413085938","716.7123413085938","716.7123413085938","","",""
"45178","","","","","","","864.0073852539062","864.0073852539062","864.0073852539062"
"45374","","","","1104.2772216796875","1104.2772216796875","1104.2772216796875","","",""
"45410","","","","","","","780.8092651367188","780.8092651367188","780.8092651367188"
"45594","","","","","","","561.8521728515625","561.8521728515625","561.8521728515625"
"45679","","","","1281.98681640625","1281.98681640625","1281.98681640625","","",""
"45755","3539.255859375","3539.255859375","3539.255859375","","","","","",""
"45786","","","","","","","618.1033935546875","618.1033935546875","618.1033935546875"
"45940","","","","944.00830078125","944.00830078125","944.00830078125","","",""
"46127","","","","619.8816528320312","619.8816528320312","619.8816528320312","","",""
"46157","","","","","","","1495.4180908203125","1495.4180908203125","1495.4180908203125"
"46251","1638.35546875","1638.35546875","1638.35546875","","","","","",""
"46394","","","","","","","865.8768310546875","865.8768310546875","865.8768310546875"
"46471","527.4794921875","527.4794921875","527.4794921875","","","","","",""
"46489","","","","1565.81494140625","1565.81494140625","1565.81494140625","","",""
"46603","","","","","","","683.0992431640625","683.0992431640625","683.0992431640625"
"46776","","","","1141.62646484375","1141.62646484375","1141.62646484375","","",""
