"Step","misty-bee-25 - episode/return","misty-bee-25 - episode/return__MIN","misty-bee-25 - episode/return__MAX","cosmic-music-22 - episode/return","cosmic-music-22 - episode/return__MIN","cosmic-music-22 - episode/return__MAX","neat-thunder-21 - episode/return","neat-thunder-21 - episode/return__MIN","neat-thunder-21 - episode/return__MAX"
"46847","","","","","","","799.5579833984375","799.5579833984375","799.5579833984375"
"47032","","","","","","","551.14892578125","551.14892578125","551.14892578125"
"47052","","","","1151.175048828125","1151.175048828125","1151.175048828125","","",""
"47255","","","","","","","746.4574584960938","746.4574584960938","746.4574584960938"
"47366","2951.651611328125","2951.651611328125","2951.651611328125","","","","","",""
"47429","","","","1556.8338623046875","1556.8338623046875","1556.8338623046875","","",""
"47558","","","","","","","1206.2724609375","1206.2724609375","1206.2724609375"
"47563","557.3552856445312","557.3552856445312","557.3552856445312","","","","","",""
"47781","","","","1377.2235107421875","1377.2235107421875","1377.2235107421875","","",""
"47796","","","","","","","754.2637329101562","754.2637329101562","754.2637329101562"
"47898","792.4168090820312","792.4168090820312","792.4168090820312","","","","","",""
"47977","","","","630.171142578125","630.171142578125","630.171142578125","","",""
"48037","","","","","","","804.5342407226562","804.5342407226562","804.5342407226562"
"48129","","","","518.986083984375","518.986083984375","518.986083984375","","",""
"48284","1376.0439453125","1376.0439453125","1376.0439453125","","","","","",""
"48328","","","","","","","967.6197509765625","967.6197509765625","967.6197509765625"
"48329","","","","728.1593017578125","728.1593017578125","728.1593017578125","","",""
"48536","","","","699.1671142578125","699.1671142578125","699.1671142578125","","",""
"48562","","","","","","","817.0697021484375","817.0697021484375","817.0697021484375"
"48696","1223.21533203125","1223.21533203125","1223.21533203125","","","","","",""
"48713","","","","648.4720458984375","648.4720458984375","648.4720458984375","","",""
"48801","","","","","","","792.45703125","792.45703125","792.45703125"
"48984","","","","1072.337158203125","1072.337158203125","1072.337158203125","","",""
"49051","","","","","","","913.7432861328125","913.7432861328125","913.7432861328125"
"49053","1236.8465576171875","1236.8465576171875","1236.8465576171875","","","","","",""
"49310","","","","","","","873.1094970703125","873.1094970703125","873.1094970703125"
"49321","","","","1437.4591064453125","1437.4591064453125","1437.4591064453125","","",""
"49608","","","","1069.347900390625","1069.347900390625","1069.347900390625","","",""
"49637","","","","","","","1226.888671875","1226.888671875","1226.888671875"
"49812","","","","711.7526245117188","711.7526245117188","711.7526245117188","","",""
"49874","2940.10693359375","2940.10693359375","2940.10693359375","","","","","",""
"49897","","","","","","","937.8832397460938","937.8832397460938","937.8832397460938"
"49999","","","","669.84423828125","669.84423828125","669.84423828125","","",""
"50130","","","","","","","812.0991821289062","812.0991821289062","812.0991821289062"
"50316","","","","","","","533.390380859375","533.390380859375","533.390380859375"
"50326","","","","1396.69091796875","1396.69091796875","1396.69091796875","","",""
"50467","2243.451171875","2243.451171875","2243.451171875","","","","","",""
"50591","","","","","","","972.2987670898438","972.2987670898438","972.2987670898438"
"50641","","","","1237.00341796875","1237.00341796875","1237.00341796875","","",""
"50837","","","","","","","846.5576782226562","846.5576782226562","846.5576782226562"
"50875","1519.1041259765625","1519.1041259765625","1519.1041259765625","","","","","",""
"50966","","","","","","","316.2783203125","316.2783203125","316.2783203125"
"50997","","","","1450.741455078125","1450.741455078125","1450.741455078125","","",""
"51053","436.3059387207031","436.3059387207031","436.3059387207031","","","","","",""
"51205","","","","","","","805.1217041015625","805.1217041015625","805.1217041015625"
"51286","","","","1232.5997314453125","1232.5997314453125","1232.5997314453125","","",""
"51422","","","","","","","746.1690063476562","746.1690063476562","746.1690063476562"
"51557","","","","1080.10107421875","1080.10107421875","1080.10107421875","","",""
"51658","","","","","","","720.29638671875","720.29638671875","720.29638671875"
"51669","2101.6533203125","2101.6533203125","2101.6533203125","","","","","",""
"51877","","","","1289.07080078125","1289.07080078125","1289.07080078125","","",""
"51893","","","","","","","840.2462768554688","840.2462768554688","840.2462768554688"
"52120","1582.181396484375","1582.181396484375","1582.181396484375","","","","","",""
"52150","","","","1077.1968994140625","1077.1968994140625","1077.1968994140625","","",""
"52176","","","","","","","824.0489501953125","824.0489501953125","824.0489501953125"
"52373","","","","","","","649.7874145507812","649.7874145507812","649.7874145507812"
"52406","","","","981.7377319335938","981.7377319335938","981.7377319335938","","",""
"52539","1387.5301513671875","1387.5301513671875","1387.5301513671875","","","","","",""
"52569","","","","","","","524.7428588867188","524.7428588867188","524.7428588867188"
"52701","","","","1133.058837890625","1133.058837890625","1133.058837890625","","",""
"52800","","","","","","","748.5816650390625","748.5816650390625","748.5816650390625"
"52959","","","","1003.5439453125","1003.5439453125","1003.5439453125","","",""
"53062","1905.5159912109375","1905.5159912109375","1905.5159912109375","","","","","",""
"53155","","","","","","","1383.9783935546875","1383.9783935546875","1383.9783935546875"
"53163","","","","701.8080444335938","701.8080444335938","701.8080444335938","","",""
"53348","","","","","","","573.6634521484375","573.6634521484375","573.6634521484375"
"53352","","","","664.1312255859375","664.1312255859375","664.1312255859375","","",""
"53547","","","","","","","662.8575439453125","662.8575439453125","662.8575439453125"
"53566","1561.7769775390625","1561.7769775390625","1561.7769775390625","","","","","",""
"53598","","","","924.4697265625","924.4697265625","924.4697265625","","",""
"53825","","","","","","","957.0932006835938","957.0932006835938","957.0932006835938"
"53864","","","","938.7945556640625","938.7945556640625","938.7945556640625","","",""
"54086","","","","","","","933.7969970703125","933.7969970703125","933.7969970703125"
"54228","","","","","","","340.96923828125","340.96923828125","340.96923828125"
"54248","","","","1630.9093017578125","1630.9093017578125","1630.9093017578125","","",""
"54406","","","","","","","544.2643432617188","544.2643432617188","544.2643432617188"
"54504","","","","944.0879516601562","944.0879516601562","944.0879516601562","","",""
"54566","3965.387451171875","3965.387451171875","3965.387451171875","","","","","",""
"54639","","","","","","","807.4221801757812","807.4221801757812","807.4221801757812"
"54728","","","","798.5438232421875","798.5438232421875","798.5438232421875","","",""
"54860","","","","","","","748.725830078125","748.725830078125","748.725830078125"
"55028","","","","1248.51513671875","1248.51513671875","1248.51513671875","","",""
"55084","1568.042724609375","1568.042724609375","1568.042724609375","","","","","",""
"55205","","","","","","","1316.612060546875","1316.612060546875","1316.612060546875"
"55350","","","","1390.9417724609375","1390.9417724609375","1390.9417724609375","397.2691345214844","397.2691345214844","397.2691345214844"
"55595","","","","","","","844.1083374023438","844.1083374023438","844.1083374023438"
"55659","","","","1232.46435546875","1232.46435546875","1232.46435546875","","",""
"55754","2405.8388671875","2405.8388671875","2405.8388671875","","","","","",""
"55790","","","","","","","620.8374633789062","620.8374633789062","620.8374633789062"
"55967","","","","1093.4293212890625","1093.4293212890625","1093.4293212890625","","",""
"55994","825.9578857421875","825.9578857421875","825.9578857421875","","","","","",""
"56017","","","","","","","674.4346313476562","674.4346313476562","674.4346313476562"
"56310","","","","","","","1008.2713012695312","1008.2713012695312","1008.2713012695312"
"56351","","","","1700.7130126953125","1700.7130126953125","1700.7130126953125","","",""
"56521","1944.718017578125","1944.718017578125","1944.718017578125","","","","","",""
"56547","","","","659.5564575195312","659.5564575195312","659.5564575195312","","",""
"56568","","","","","","","919.9094848632812","919.9094848632812","919.9094848632812"
"56743","506.9744873046875","506.9744873046875","506.9744873046875","","","","","",""
"56784","","","","","","","697.4804077148438","697.4804077148438","697.4804077148438"
"56931","","","","1698.197509765625","1698.197509765625","1698.197509765625","","",""
"57089","","","","","","","1166.1890869140625","1166.1890869140625","1166.1890869140625"
"57100","","","","535.5607299804688","535.5607299804688","535.5607299804688","","",""
"57332","","","","","","","798.7918090820312","798.7918090820312","798.7918090820312"
"57356","2153.292724609375","2153.292724609375","2153.292724609375","","","","","",""
"57478","","","","1567.4520263671875","1567.4520263671875","1567.4520263671875","","",""
"57526","366.6293029785156","366.6293029785156","366.6293029785156","","","","","",""
"57575","","","","","","","779.3724365234375","779.3724365234375","779.3724365234375"
"57724","","","","915.3362426757812","915.3362426757812","915.3362426757812","","",""
"57756","","","","","","","529.8466796875","529.8466796875","529.8466796875"
"57978","","","","","","","744.5421752929688","744.5421752929688","744.5421752929688"
"58069","","","","1404.031005859375","1404.031005859375","1404.031005859375","","",""
"58149","1998.3167724609375","1998.3167724609375","1998.3167724609375","","","","","",""
"58233","","","","","","","884.0178833007812","884.0178833007812","884.0178833007812"
"58335","","","","1036.4500732421875","1036.4500732421875","1036.4500732421875","","",""
"58422","","","","","","","543.85546875","543.85546875","543.85546875"
"58585","1460.4654541015625","1460.4654541015625","1460.4654541015625","","","","","",""
"58598","","","","1005.2449951171875","1005.2449951171875","1005.2449951171875","","",""
"58733","","","","","","","1083.10986328125","1083.10986328125","1083.10986328125"
"58875","","","","1101.31396484375","1101.31396484375","1101.31396484375","","",""
"58906","","","","","","","516.4198608398438","516.4198608398438","516.4198608398438"
"59010","","","","98.0452880859375","98.0452880859375","98.0452880859375","","",""
"59161","","","","","","","859.243896484375","859.243896484375","859.243896484375"
"59311","","","","1245.888916015625","1245.888916015625","1245.888916015625","","",""
"59381","","","","","","","744.6707153320312","744.6707153320312","744.6707153320312"
"59575","","","","1004.81884765625","1004.81884765625","1004.81884765625","","",""
"59585","3869.561767578125","3869.561767578125","3869.561767578125","","","","","",""
"59619","","","","","","","663.360595703125","663.360595703125","663.360595703125"
"59886","","","","","","","919.47119140625","919.47119140625","919.47119140625"
"59896","","","","1282.6641845703125","1282.6641845703125","1282.6641845703125","","",""
"59991","1231.7525634765625","1231.7525634765625","1231.7525634765625","","","","","",""
"60090","","","","","","","562.23095703125","562.23095703125","562.23095703125"
"60182","","","","1138.7552490234375","1138.7552490234375","1138.7552490234375","","",""
"60192","542.2568969726562","542.2568969726562","542.2568969726562","","","","","",""
"60354","","","","573.3203735351562","573.3203735351562","573.3203735351562","","",""
"60356","","","","","","","980.1928100585938","980.1928100585938","980.1928100585938"
"60554","","","","699.7054443359375","699.7054443359375","699.7054443359375","","",""
"60573","","","","","","","745.4440307617188","745.4440307617188","745.4440307617188"
"60795","2216.242431640625","2216.242431640625","2216.242431640625","","","","","",""
"60830","","","","","","","914.25439453125","914.25439453125","914.25439453125"
"60920","","","","1546.215087890625","1546.215087890625","1546.215087890625","","",""
"61241","","","","","","","1197.834228515625","1197.834228515625","1197.834228515625"
"61265","1659.3214111328125","1659.3214111328125","1659.3214111328125","","","","","",""
"61293","","","","1605.34423828125","1605.34423828125","1605.34423828125","","",""
"61498","","","","","","","948.3340454101562","948.3340454101562","948.3340454101562"
"61546","","","","896.7388916015625","896.7388916015625","896.7388916015625","","",""
"61649","1282.3294677734375","1282.3294677734375","1282.3294677734375","","","","","",""
"61801","","","","980.2472534179688","980.2472534179688","980.2472534179688","","",""
"61909","","","","","","","1691.867431640625","1691.867431640625","1691.867431640625"
"62057","","","","970.3009643554688","970.3009643554688","970.3009643554688","","",""
"62146","","","","","","","817.092041015625","817.092041015625","817.092041015625"
"62225","1991.58935546875","1991.58935546875","1991.58935546875","","","","","",""
"62331","","","","1072.7271728515625","1072.7271728515625","1072.7271728515625","","",""
"62421","","","","","","","1045.514404296875","1045.514404296875","1045.514404296875"
"62523","1056.83544921875","1056.83544921875","1056.83544921875","","","","","",""
"62596","","","","1032.6396484375","1032.6396484375","1032.6396484375","","",""
"62625","","","","","","","648.5076904296875","648.5076904296875","648.5076904296875"
"62789","808.4420166015625","808.4420166015625","808.4420166015625","","","","","",""
"62830","","","","","","","667.6837158203125","667.6837158203125","667.6837158203125"
"62929","","","","1395.3973388671875","1395.3973388671875","1395.3973388671875","","",""
"63028","","","","","","","615.707763671875","615.707763671875","615.707763671875"
"63222","","","","1238.1317138671875","1238.1317138671875","1238.1317138671875","","",""
"63357","1885.927978515625","1885.927978515625","1885.927978515625","","","","","",""
"63440","","","","","","","1611.6024169921875","1611.6024169921875","1611.6024169921875"
"63492","","","","1081.8143310546875","1081.8143310546875","1081.8143310546875","","",""
"63643","","","","","","","651.4403076171875","651.4403076171875","651.4403076171875"
"63760","","","","1071.8265380859375","1071.8265380859375","1071.8265380859375","","",""
"63879","","","","","","","813.914306640625","813.914306640625","813.914306640625"
"64070","2340.192138671875","2340.192138671875","2340.192138671875","","","","","",""
"64075","","","","","","","540.5140380859375","540.5140380859375","540.5140380859375"
"64076","","","","1245.392822265625","1245.392822265625","1245.392822265625","","",""
"64238","372.0420837402344","372.0420837402344","372.0420837402344","","","","","",""
"64270","","","","669.1538696289062","669.1538696289062","669.1538696289062","","",""
"64312","","","","","","","746.9940185546875","746.9940185546875","746.9940185546875"
"64445","","","","","","","335.51519775390625","335.51519775390625","335.51519775390625"
"64602","","","","1420.3883056640625","1420.3883056640625","1420.3883056640625","","",""
"64621","","","","","","","531.2862548828125","531.2862548828125","531.2862548828125"
"64795","1825.89697265625","1825.89697265625","1825.89697265625","","","","","",""
"64856","","","","1012.4354248046875","1012.4354248046875","1012.4354248046875","","",""
"64861","","","","","","","794.97998046875","794.97998046875","794.97998046875"
"65047","","","","","","","587.1173706054688","587.1173706054688","587.1173706054688"
"65123","","","","1031.880859375","1031.880859375","1031.880859375","","",""
"65269","","","","","","","731.2682495117188","731.2682495117188","731.2682495117188"
"65343","","","","714.222412109375","714.222412109375","714.222412109375","","",""
"65494","","","","","","","769.6115112304688","769.6115112304688","769.6115112304688"
"65583","","","","998.2196655273438","998.2196655273438","998.2196655273438","","",""
"65742","","","","","","","891.78125","891.78125","891.78125"
"65795","3473.6689453125","3473.6689453125","3473.6689453125","","","","","",""
"65919","","","","1426.8314208984375","1426.8314208984375","1426.8314208984375","","",""
"66122","","","","","","","1598.90673828125","1598.90673828125","1598.90673828125"
"66177","1354.019287109375","1354.019287109375","1354.019287109375","","","","","",""
"66237","","","","1288.3599853515625","1288.3599853515625","1288.3599853515625","","",""
"66367","437.8529052734375","437.8529052734375","437.8529052734375","","","","","",""
"66386","","","","","","","822.0224609375","822.0224609375","822.0224609375"
"66574","","","","","","","626.1777954101562","626.1777954101562","626.1777954101562"
"66578","454.0448303222656","454.0448303222656","454.0448303222656","","","","","",""
"66608","","","","1602.0499267578125","1602.0499267578125","1602.0499267578125","","",""
"66760","433.1002197265625","433.1002197265625","433.1002197265625","","","","","",""
"66822","","","","","","","853.022705078125","853.022705078125","853.022705078125"
"66964","526.5485229492188","526.5485229492188","526.5485229492188","","","","","",""
"67028","","","","","","","697.5274047851562","697.5274047851562","697.5274047851562"
"67029","","","","1303.8138427734375","1303.8138427734375","1303.8138427734375","","",""
"67263","","","","","","","839.6632690429688","839.6632690429688","839.6632690429688"
"67306","","","","1150.5291748046875","1150.5291748046875","1150.5291748046875","","",""
"67429","1569.8826904296875","1569.8826904296875","1569.8826904296875","","","","","",""
"67476","","","","547.79296875","547.79296875","547.79296875","","",""
"67518","","","","","","","886.645751953125","886.645751953125","886.645751953125"
"67764","","","","","","","844.4349365234375","844.4349365234375","844.4349365234375"
"67774","","","","1143.03564453125","1143.03564453125","1143.03564453125","","",""
"67916","1649.2373046875","1649.2373046875","1649.2373046875","","","","","",""
"68027","","","","","","","954.690185546875","954.690185546875","954.690185546875"
"68072","","","","1151.947021484375","1151.947021484375","1151.947021484375","","",""
"68253","","","","","","","745.3641967773438","745.3641967773438","745.3641967773438"
"68390","","","","1327.7923583984375","1327.7923583984375","1327.7923583984375","","",""
"68522","","","","","","","890.314208984375","890.314208984375","890.314208984375"
"68683","","","","1250.310302734375","1250.310302734375","1250.310302734375","","",""
"68755","","","","","","","800.4093017578125","800.4093017578125","800.4093017578125"
"68916","3920.12548828125","3920.12548828125","3920.12548828125","","","","","",""
"68971","","","","","","","636.4187622070312","636.4187622070312","636.4187622070312"
"68981","","","","1259.6890869140625","1259.6890869140625","1259.6890869140625","","",""
"69165","","","","","","","616.7000732421875","616.7000732421875","616.7000732421875"
"69287","","","","1238.030517578125","1238.030517578125","1238.030517578125","","",""
"69361","","","","","","","553.7279052734375","553.7279052734375","553.7279052734375"
"69493","2071.361572265625","2071.361572265625","2071.361572265625","","","","","",""
"69576","","","","1035.628173828125","1035.628173828125","1035.628173828125","","",""
"69598","","","","","","","791.9194946289062","791.9194946289062","791.9194946289062"
"69845","","","","","","","872.014404296875","872.014404296875","872.014404296875"
"69924","","","","1449.9541015625","1449.9541015625","1449.9541015625","","",""
"69966","1489.612548828125","1489.612548828125","1489.612548828125","","","","","",""
"70040","","","","347.06243896484375","347.06243896484375","347.06243896484375","","",""
"70090","","","","","","","865.2999877929688","865.2999877929688","865.2999877929688"
"70357","","","","","","","961.5726928710938","961.5726928710938","961.5726928710938"
"70431","","","","1660.099853515625","1660.099853515625","1660.099853515625","","",""
"70539","","","","","","","591.0592651367188","591.0592651367188","591.0592651367188"
"70676","2834.65234375","2834.65234375","2834.65234375","","","","","",""
"70758","","","","1403.3011474609375","1403.3011474609375","1403.3011474609375","","",""
"70759","","","","","","","657.57421875","657.57421875","657.57421875"
"70977","","","","","","","761.8524169921875","761.8524169921875","761.8524169921875"
"71132","","","","1649.987548828125","1649.987548828125","1649.987548828125","","",""
"71298","","","","","","","1239.388916015625","1239.388916015625","1239.388916015625"
"71324","2486.095947265625","2486.095947265625","2486.095947265625","","","","","",""
"71444","","","","1266.6630859375","1266.6630859375","1266.6630859375","","",""
"71600","1011.7095336914062","1011.7095336914062","1011.7095336914062","","","","","",""
"71628","","","","","","","1285.0811767578125","1285.0811767578125","1285.0811767578125"
"71755","","","","1295.3209228515625","1295.3209228515625","1295.3209228515625","","",""
"71871","","","","","","","831.809814453125","831.809814453125","831.809814453125"
"72088","","","","1312.5736083984375","1312.5736083984375","1312.5736083984375","","",""
"72201","","","","","","","1210.1748046875","1210.1748046875","1210.1748046875"
"72253","2188.683837890625","2188.683837890625","2188.683837890625","","","","","",""
"72390","","","","1224.0908203125","1224.0908203125","1224.0908203125","","",""
"72430","","","","","","","801.218505859375","801.218505859375","801.218505859375"
"72523","565.14208984375","565.14208984375","565.14208984375","","","","","",""
"72659","","","","","","","731.6278686523438","731.6278686523438","731.6278686523438"
"72667","","","","1134.41650390625","1134.41650390625","1134.41650390625","","",""
"72910","","","","","","","930.8053588867188","930.8053588867188","930.8053588867188"
"72930","","","","1059.7265625","1059.7265625","1059.7265625","","",""
"73159","","","","","","","898.3782348632812","898.3782348632812","898.3782348632812"
"73234","","","","1295.2879638671875","1295.2879638671875","1295.2879638671875","","",""
"73424","","","","","","","973.9739379882812","973.9739379882812","973.9739379882812"
"73502","","","","1072.1455078125","1072.1455078125","1072.1455078125","","",""
"73523","3644.65234375","3644.65234375","3644.65234375","","","","","",""
"73637","","","","","","","710.4749755859375","710.4749755859375","710.4749755859375"
"73781","","","","1078.596435546875","1078.596435546875","1078.596435546875","","",""
"73852","","","","","","","733.907958984375","733.907958984375","733.907958984375"
"73989","1644.516357421875","1644.516357421875","1644.516357421875","","","","","",""
"74063","","","","","","","717.6708374023438","717.6708374023438","717.6708374023438"
"74161","","","","1647.9044189453125","1647.9044189453125","1647.9044189453125","","",""
"74229","754.708251953125","754.708251953125","754.708251953125","","","","","",""
"74293","","","","387.5414733886719","387.5414733886719","387.5414733886719","783.5538330078125","783.5538330078125","783.5538330078125"
"74393","408.0604248046875","408.0604248046875","408.0604248046875","","","","","",""
"74490","","","","","","","629.2557373046875","629.2557373046875","629.2557373046875"
"74600","","","","1103.3363037109375","1103.3363037109375","1103.3363037109375","","",""
"74715","","","","","","","742.800048828125","742.800048828125","742.800048828125"
"74874","","","","1134.7520751953125","1134.7520751953125","1134.7520751953125","","",""
"74979","","","","","","","948.3058471679688","948.3058471679688","948.3058471679688"
"75191","","","","","","","748.2770385742188","748.2770385742188","748.2770385742188"
"75223","3266.73291015625","3266.73291015625","3266.73291015625","","","","","",""
"75286","","","","1726.9923095703125","1726.9923095703125","1726.9923095703125","","",""
"75453","","","","","","","988.7582397460938","988.7582397460938","988.7582397460938"
"75515","","","","851.2196655273438","851.2196655273438","851.2196655273438","","",""
"75741","1914.885986328125","1914.885986328125","1914.885986328125","","","","","",""
"75773","","","","","","","1232.72607421875","1232.72607421875","1232.72607421875"
"75823","","","","1292.19580078125","1292.19580078125","1292.19580078125","","",""
"76178","","","","1505.52099609375","1505.52099609375","1505.52099609375","","",""
"76234","","","","","","","1804.09765625","1804.09765625","1804.09765625"
"76278","1854.090576171875","1854.090576171875","1854.090576171875","","","","","",""
"76534","","","","","","","1137.9757080078125","1137.9757080078125","1137.9757080078125"
"76537","","","","1533.489501953125","1533.489501953125","1533.489501953125","","",""
"76792","","","","","","","965.0401000976562","965.0401000976562","965.0401000976562"
"76956","","","","1908.055908203125","1908.055908203125","1908.055908203125","","",""
"77052","","","","","","","895.9104614257812","895.9104614257812","895.9104614257812"
"77271","","","","","","","760.8762817382812","760.8762817382812","760.8762817382812"
"77278","3735.62646484375","3735.62646484375","3735.62646484375","","","","","",""
"77297","","","","1361.8719482421875","1361.8719482421875","1361.8719482421875","","",""
"77579","","","","","","","1203.58203125","1203.58203125","1203.58203125"
"77682","","","","1700.968017578125","1700.968017578125","1700.968017578125","","",""
"77843","","","","","","","951.9244384765625","951.9244384765625","951.9244384765625"
"78065","","","","1687.384765625","1687.384765625","1687.384765625","","",""
"78086","","","","","","","853.69482421875","853.69482421875","853.69482421875"
"78278","3804.3984375","3804.3984375","3804.3984375","","","","","",""
"78344","","","","","","","878.5232543945312","878.5232543945312","878.5232543945312"
"78422","","","","1567.8558349609375","1567.8558349609375","1567.8558349609375","","",""
"78505","","","","","","","471.5685119628906","471.5685119628906","471.5685119628906"
"78677","","","","","","","509.6288146972656","509.6288146972656","509.6288146972656"
"78770","","","","1475.51123046875","1475.51123046875","1475.51123046875","","",""
"78848","","","","183.09075927734375","183.09075927734375","183.09075927734375","","",""
"78884","","","","","","","716.7521362304688","716.7521362304688","716.7521362304688"
"78980","","","","415.4884338378906","415.4884338378906","415.4884338378906","","",""
"79097","","","","","","","741.82958984375","741.82958984375","741.82958984375"
"79230","3739.076171875","3739.076171875","3739.076171875","","","","","",""
"79233","","","","1054.870361328125","1054.870361328125","1054.870361328125","","",""
"79294","","","","","","","688.8884887695312","688.8884887695312","688.8884887695312"
"79518","","","","","","","747.1073608398438","747.1073608398438","747.1073608398438"
"79614","","","","1727.3980712890625","1727.3980712890625","1727.3980712890625","","",""
"79727","","","","","","","677.3387451171875","677.3387451171875","677.3387451171875"
"79957","","","","1472.066162109375","1472.066162109375","1472.066162109375","806.911865234375","806.911865234375","806.911865234375"
"80024","2713.853271484375","2713.853271484375","2713.853271484375","","","","","",""
"80184","","","","","","","786.6519775390625","786.6519775390625","786.6519775390625"
"80227","497.3692321777344","497.3692321777344","497.3692321777344","","","","","",""
"80233","","","","1143.5579833984375","1143.5579833984375","1143.5579833984375","","",""
"80433","","","","","","","883.0405883789062","883.0405883789062","883.0405883789062"
"80588","","","","1488.0380859375","1488.0380859375","1488.0380859375","","",""
"80619","","","","","","","578.8837280273438","578.8837280273438","578.8837280273438"
"80858","","","","","","","855.8604125976562","855.8604125976562","855.8604125976562"
"80987","","","","1757.860107421875","1757.860107421875","1757.860107421875","","",""
"81127","","","","","","","983.8591918945312","983.8591918945312","983.8591918945312"
"81227","3598.134033203125","3598.134033203125","3598.134033203125","","","","","",""
"81304","","","","1320.404296875","1320.404296875","1320.404296875","","",""
"81358","","","","","","","787.2889404296875","787.2889404296875","787.2889404296875"
"81406","464.6059875488281","464.6059875488281","464.6059875488281","","","","","",""
"81636","","","","1511.427490234375","1511.427490234375","1511.427490234375","","",""
"81691","","","","","","","1245.3931884765625","1245.3931884765625","1245.3931884765625"
"81965","","","","1402.522216796875","1402.522216796875","1402.522216796875","","",""
"82010","2151.5771484375","2151.5771484375","2151.5771484375","","","","","",""
"82062","","","","","","","1462.2247314453125","1462.2247314453125","1462.2247314453125"
"82258","717.6854858398438","717.6854858398438","717.6854858398438","","","","","",""
"82272","","","","","","","698.2637329101562","698.2637329101562","698.2637329101562"
"82275","","","","1261.282470703125","1261.282470703125","1261.282470703125","","",""
"82472","","","","","","","617.6658325195312","617.6658325195312","617.6658325195312"
"82580","","","","1267.389404296875","1267.389404296875","1267.389404296875","","",""
"82647","","","","","","","531.4804077148438","531.4804077148438","531.4804077148438"
"82692","1626.84375","1626.84375","1626.84375","","","","","",""
"82810","","","","849.1913452148438","849.1913452148438","849.1913452148438","","",""
"82890","","","","","","","878.6414184570312","878.6414184570312","878.6414184570312"
"83089","","","","","","","701.8408813476562","701.8408813476562","701.8408813476562"
"83145","","","","1409.6474609375","1409.6474609375","1409.6474609375","","",""
"83365","","","","","","","857.8284912109375","857.8284912109375","857.8284912109375"
"83443","","","","1273.7811279296875","1273.7811279296875","1273.7811279296875","","",""
"83516","3063.913330078125","3063.913330078125","3063.913330078125","","","","","",""
"83705","","","","","","","1378.6749267578125","1378.6749267578125","1378.6749267578125"
"83807","","","","1568.808349609375","1568.808349609375","1568.808349609375","","",""
"83994","","","","","","","1067.1966552734375","1067.1966552734375","1067.1966552734375"
"84247","","","","","","","884.7311401367188","884.7311401367188","884.7311401367188"
"84263","","","","2040.5118408203125","2040.5118408203125","2040.5118408203125","","",""
"84455","","","","","","","719.4547729492188","719.4547729492188","719.4547729492188"
"84512","3698.90380859375","3698.90380859375","3698.90380859375","","","","","",""
"84660","","","","1722.593017578125","1722.593017578125","1722.593017578125","","",""
"84739","","","","","","","1074.895263671875","1074.895263671875","1074.895263671875"
"84966","1754.289306640625","1754.289306640625","1754.289306640625","","","","","",""
"85017","","","","","","","1044.0858154296875","1044.0858154296875","1044.0858154296875"
"85022","","","","1541.08935546875","1541.08935546875","1541.08935546875","","",""
"85243","","","","","","","779.6572265625","779.6572265625","779.6572265625"
"85432","","","","1822.8359375","1822.8359375","1822.8359375","","",""
"85506","","","","","","","1009.1636962890625","1009.1636962890625","1009.1636962890625"
"85723","","","","","","","751.1514892578125","751.1514892578125","751.1514892578125"
"85810","","","","1684.55419921875","1684.55419921875","1684.55419921875","","",""
"85966","3993.626708984375","3993.626708984375","3993.626708984375","","","","","",""
"85972","","","","","","","901.6047973632812","901.6047973632812","901.6047973632812"
"86215","","","","","","","851.073974609375","851.073974609375","851.073974609375"
"86233","","","","1875.9588623046875","1875.9588623046875","1875.9588623046875","","",""
"86350","","","","356.4556884765625","356.4556884765625","356.4556884765625","","",""
"86446","","","","","","","774.2424926757812","774.2424926757812","774.2424926757812"
"86662","","","","","","","703.9132690429688","703.9132690429688","703.9132690429688"
"86711","3012.77099609375","3012.77099609375","3012.77099609375","","","","","",""
"86751","","","","1789.802734375","1789.802734375","1789.802734375","","",""
"86916","","","","","","","972.257080078125","972.257080078125","972.257080078125"
"87152","","","","1710.2005615234375","1710.2005615234375","1710.2005615234375","","",""
"87185","","","","","","","994.3582153320312","994.3582153320312","994.3582153320312"
"87497","","","","","","","1230.432373046875","1230.432373046875","1230.432373046875"
"87591","","","","1982.81396484375","1982.81396484375","1982.81396484375","","",""
"87647","3726.150390625","3726.150390625","3726.150390625","","","","","",""
"87781","","","","","","","1088.4383544921875","1088.4383544921875","1088.4383544921875"
"87941","","","","1533.28564453125","1533.28564453125","1533.28564453125","","",""
"87958","","","","","","","524.5377807617188","524.5377807617188","524.5377807617188"
"88181","","","","","","","718.9556274414062","718.9556274414062","718.9556274414062"
"88328","","","","","","","414.5668029785156","414.5668029785156","414.5668029785156"
"88345","","","","1765.71240234375","1765.71240234375","1765.71240234375","","",""
"88520","","","","","","","622.9984741210938","622.9984741210938","622.9984741210938"
"88633","","","","1153.388671875","1153.388671875","1153.388671875","","",""
"88647","3816.781494140625","3816.781494140625","3816.781494140625","","","","","",""
"88790","","","","","","","989.5843505859375","989.5843505859375","989.5843505859375"
"88815","","","","591.1909790039062","591.1909790039062","591.1909790039062","","",""
"88970","1021.9816284179688","1021.9816284179688","1021.9816284179688","","","","","",""
"89178","640.8049926757812","640.8049926757812","640.8049926757812","","","","","",""
