"Step","STAS-simple_spread_n3_s123 - agent_reward","STAS-simple_spread_n3_s123 - agent_reward__MIN","STAS-simple_spread_n3_s123 - agent_reward__MAX"
"87166","-285.06538045501105","-285.06538045501105","-285.06538045501105"
"87248","-294.29526138585925","-294.29526138585925","-294.29526138585925"
"87330","-302.52288148454244","-302.52288148454244","-302.52288148454244"
"87412","-292.1836578511595","-292.1836578511595","-292.1836578511595"
"87576","-291.407944117557","-291.407944117557","-291.407944117557"
"87658","-311.8866846120151","-311.8866846120151","-311.8866846120151"
"87740","-341.3421323172722","-341.3421323172722","-341.3421323172722"
"87822","-283.4166998040981","-283.4166998040981","-283.4166998040981"
"87904","-310.7489210590012","-310.7489210590012","-310.7489210590012"
"88068","-300.49398283376735","-300.49398283376735","-300.49398283376735"
"88150","-318.9927929512194","-318.9927929512194","-318.9927929512194"
"88232","-347.0720069094412","-347.0720069094412","-347.0720069094412"
"88314","-290.71592971538377","-290.71592971538377","-290.71592971538377"
"88478","-271.0513502434997","-271.0513502434997","-271.0513502434997"
"88560","-292.5590526954066","-292.5590526954066","-292.5590526954066"
"88642","-325.4407730354491","-325.4407730354491","-325.4407730354491"
"88724","-322.7738797037048","-322.7738797037048","-322.7738797037048"
"88806","-304.1098721086025","-304.1098721086025","-304.1098721086025"
"88970","-311.51617708527573","-311.51617708527573","-311.51617708527573"
"89052","-292.3554314117944","-292.3554314117944","-292.3554314117944"
"89134","-338.1790130265425","-338.1790130265425","-338.1790130265425"
"89216","-327.6417399239422","-327.6417399239422","-327.6417399239422"
"89380","-312.205794278216","-312.205794278216","-312.205794278216"
"89462","-318.2615188022557","-318.2615188022557","-318.2615188022557"
"89544","-303.38902026180295","-303.38902026180295","-303.38902026180295"
"89626","-292.59275875131834","-292.59275875131834","-292.59275875131834"
"89708","-301.9200165329065","-301.9200165329065","-301.9200165329065"
"89872","-306.73749583852356","-306.73749583852356","-306.73749583852356"
"89954","-298.41690936686405","-298.41690936686405","-298.41690936686405"
"90036","-311.3856378667574","-311.3856378667574","-311.3856378667574"
"90118","-302.0075483163715","-302.0075483163715","-302.0075483163715"
"90200","-311.8555326265436","-311.8555326265436","-311.8555326265436"
"90364","-284.21044801200134","-284.21044801200134","-284.21044801200134"
"90446","-334.5116680169327","-334.5116680169327","-334.5116680169327"
"90528","-299.2923431813377","-299.2923431813377","-299.2923431813377"
"90610","-293.95058942423805","-293.95058942423805","-293.95058942423805"
"90774","-318.8035995798036","-318.8035995798036","-318.8035995798036"
"90856","-314.98929995959423","-314.98929995959423","-314.98929995959423"
"90938","-303.2843752495732","-303.2843752495732","-303.2843752495732"
"91020","-293.17993003469115","-293.17993003469115","-293.17993003469115"
"91102","-321.33922779011107","-321.33922779011107","-321.33922779011107"
"91266","-344.30277391044086","-344.30277391044086","-344.30277391044086"
"91348","-292.3470324539472","-292.3470324539472","-292.3470324539472"
"91430","-342.09653552260306","-342.09653552260306","-342.09653552260306"
"91512","-294.0374663785714","-294.0374663785714","-294.0374663785714"
"91676","-292.00326023151354","-292.00326023151354","-292.00326023151354"
"91758","-322.3660044303965","-322.3660044303965","-322.3660044303965"
"91840","-325.99379914892853","-325.99379914892853","-325.99379914892853"
"91922","-287.85780357058667","-287.85780357058667","-287.85780357058667"
"92004","-282.82917672348117","-282.82917672348117","-282.82917672348117"
"92168","-328.091264271711","-328.091264271711","-328.091264271711"
"92250","-305.51415769627823","-305.51415769627823","-305.51415769627823"
"92332","-307.0342819024227","-307.0342819024227","-307.0342819024227"
"92414","-313.96654195343706","-313.96654195343706","-313.96654195343706"
"92578","-276.2140309725371","-276.2140309725371","-276.2140309725371"
"92660","-285.63210892306836","-285.63210892306836","-285.63210892306836"
"92742","-314.96072981367126","-314.96072981367126","-314.96072981367126"
"92824","-298.10618044268836","-298.10618044268836","-298.10618044268836"
"92906","-319.8733317457647","-319.8733317457647","-319.8733317457647"
"93070","-315.0759529456203","-315.0759529456203","-315.0759529456203"
"93152","-300.577159841507","-300.577159841507","-300.577159841507"
"93234","-305.59635840344464","-305.59635840344464","-305.59635840344464"
"93316","-314.2726801394307","-314.2726801394307","-314.2726801394307"
"93480","-329.7368153155675","-329.7368153155675","-329.7368153155675"
"93562","-329.1597457386501","-329.1597457386501","-329.1597457386501"
"93644","-295.60306868975937","-295.60306868975937","-295.60306868975937"
"93726","-306.66278284296595","-306.66278284296595","-306.66278284296595"
"93808","-303.061093566919","-303.061093566919","-303.061093566919"
"93972","-321.6252462566053","-321.6252462566053","-321.6252462566053"
"94054","-293.5331810752816","-293.5331810752816","-293.5331810752816"
"94136","-279.3652118250002","-279.3652118250002","-279.3652118250002"
"94218","-313.0443054779399","-313.0443054779399","-313.0443054779399"
"94300","-308.8235673827462","-308.8235673827462","-308.8235673827462"
"94464","-279.113197915378","-279.113197915378","-279.113197915378"
"94546","-311.63348936282284","-311.63348936282284","-311.63348936282284"
"94628","-268.5069586078049","-268.5069586078049","-268.5069586078049"
"94710","-311.51831722602196","-311.51831722602196","-311.51831722602196"
"94874","-299.23453341687406","-299.23453341687406","-299.23453341687406"
"94956","-299.1240560413809","-299.1240560413809","-299.1240560413809"
"95038","-308.00319141452866","-308.00319141452866","-308.00319141452866"
"95120","-327.70051971217276","-327.70051971217276","-327.70051971217276"
"95202","-305.455251101597","-305.455251101597","-305.455251101597"
"95366","-303.98702348908427","-303.98702348908427","-303.98702348908427"
"95448","-291.58433648434203","-291.58433648434203","-291.58433648434203"
"95530","-300.3777332747745","-300.3777332747745","-300.3777332747745"
"95612","-316.3696386542372","-316.3696386542372","-316.3696386542372"
"95776","-317.6523268179799","-317.6523268179799","-317.6523268179799"
"95858","-317.43095539609067","-317.43095539609067","-317.43095539609067"
"95940","-294.49543034074935","-294.49543034074935","-294.49543034074935"
"96022","-294.9998076257734","-294.9998076257734","-294.9998076257734"
"96104","-293.03213430249286","-293.03213430249286","-293.03213430249286"
"96268","-310.6632974283442","-310.6632974283442","-310.6632974283442"
"96350","-302.5285335193171","-302.5285335193171","-302.5285335193171"
"96432","-302.43048992601564","-302.43048992601564","-302.43048992601564"
"96514","-305.7429826077079","-305.7429826077079","-305.7429826077079"
"96678","-287.2382727020277","-287.2382727020277","-287.2382727020277"
"96760","-304.3568511630534","-304.3568511630534","-304.3568511630534"
"96842","-314.2277142483433","-314.2277142483433","-314.2277142483433"
"96924","-302.60157202804027","-302.60157202804027","-302.60157202804027"
"97006","-306.67498987715754","-306.67498987715754","-306.67498987715754"
"97170","-312.6981568526833","-312.6981568526833","-312.6981568526833"
"97252","-269.6696910806259","-269.6696910806259","-269.6696910806259"
"97334","-316.69465926243186","-316.69465926243186","-316.69465926243186"
"97416","-313.4713205706659","-313.4713205706659","-313.4713205706659"
"97580","-276.3754561849994","-276.3754561849994","-276.3754561849994"
"97662","-297.20570802495484","-297.20570802495484","-297.20570802495484"
"97744","-274.0685831283243","-274.0685831283243","-274.0685831283243"
"97826","-319.0728087531146","-319.0728087531146","-319.0728087531146"
"97908","-312.4774447617271","-312.4774447617271","-312.4774447617271"
"98072","-271.45563318377936","-271.45563318377936","-271.45563318377936"
"98154","-347.324402702727","-347.324402702727","-347.324402702727"
"98236","-311.1858343226557","-311.1858343226557","-311.1858343226557"
"98318","-328.49552518507926","-328.49552518507926","-328.49552518507926"
"98400","-315.0424773104395","-315.0424773104395","-315.0424773104395"
"98564","-321.61843476971495","-321.61843476971495","-321.61843476971495"
"98646","-275.5705876375043","-275.5705876375043","-275.5705876375043"
"98728","-325.92236657401287","-325.92236657401287","-325.92236657401287"
"98810","-332.22552840424294","-332.22552840424294","-332.22552840424294"
"98974","-328.2552199559242","-328.2552199559242","-328.2552199559242"
"99056","-330.0076466346192","-330.0076466346192","-330.0076466346192"
"99138","-349.3866690185311","-349.3866690185311","-349.3866690185311"
"99220","-294.8909549024605","-294.8909549024605","-294.8909549024605"
"99302","-339.8044597189856","-339.8044597189856","-339.8044597189856"
"99466","-322.56243499031217","-322.56243499031217","-322.56243499031217"
"99548","-303.35601134970545","-303.35601134970545","-303.35601134970545"
"99630","-284.36497288911096","-284.36497288911096","-284.36497288911096"
"99712","-313.5392768859748","-313.5392768859748","-313.5392768859748"
"99876","-307.98077917729347","-307.98077917729347","-307.98077917729347"
"99958","-308.96704114727277","-308.96704114727277","-308.96704114727277"
"100040","-309.2005734973965","-309.2005734973965","-309.2005734973965"
"100122","-322.26471528673886","-322.26471528673886","-322.26471528673886"
"100204","-352.6408728764629","-352.6408728764629","-352.6408728764629"
"100368","-330.2511535825469","-330.2511535825469","-330.2511535825469"
"100450","-319.8314048599237","-319.8314048599237","-319.8314048599237"
"100532","-341.1822317787074","-341.1822317787074","-341.1822317787074"
"100614","-329.79734886835877","-329.79734886835877","-329.79734886835877"
"100778","-306.0751567765003","-306.0751567765003","-306.0751567765003"
"100860","-299.3023205178969","-299.3023205178969","-299.3023205178969"
"100942","-287.91552059400135","-287.91552059400135","-287.91552059400135"
"101024","-310.3859953666797","-310.3859953666797","-310.3859953666797"
"101106","-319.7459241113028","-319.7459241113028","-319.7459241113028"
"101270","-305.86862350362094","-305.86862350362094","-305.86862350362094"
"101352","-309.00215598932266","-309.00215598932266","-309.00215598932266"
"101434","-302.1283844339067","-302.1283844339067","-302.1283844339067"
"101516","-316.4567919870328","-316.4567919870328","-316.4567919870328"
"101680","-341.0425951496404","-341.0425951496404","-341.0425951496404"
"101762","-318.4882928755609","-318.4882928755609","-318.4882928755609"
"101844","-298.2578585570633","-298.2578585570633","-298.2578585570633"
"101926","-314.76163866396945","-314.76163866396945","-314.76163866396945"
"102008","-323.0177509118173","-323.0177509118173","-323.0177509118173"
"102172","-321.214516513786","-321.214516513786","-321.214516513786"
"102254","-311.60063767957774","-311.60063767957774","-311.60063767957774"
"102336","-324.5659464828813","-324.5659464828813","-324.5659464828813"
"102418","-303.35265991686805","-303.35265991686805","-303.35265991686805"
"102500","-311.8034693982729","-311.8034693982729","-311.8034693982729"
"102664","-329.1271005863328","-329.1271005863328","-329.1271005863328"
"102746","-330.2171083481138","-330.2171083481138","-330.2171083481138"
"102828","-308.42638636307527","-308.42638636307527","-308.42638636307527"
"102910","-293.3951398007443","-293.3951398007443","-293.3951398007443"
"103074","-329.6346572286709","-329.6346572286709","-329.6346572286709"
"103156","-310.07132877665487","-310.07132877665487","-310.07132877665487"
"103238","-328.6363800456526","-328.6363800456526","-328.6363800456526"
"103320","-334.46454380354174","-334.46454380354174","-334.46454380354174"
"103402","-334.36210621461726","-334.36210621461726","-334.36210621461726"
"103566","-332.078040244728","-332.078040244728","-332.078040244728"
"103648","-309.2414436075316","-309.2414436075316","-309.2414436075316"
"103730","-278.41695602487783","-278.41695602487783","-278.41695602487783"
"103812","-284.1317000527035","-284.1317000527035","-284.1317000527035"
"103976","-317.8345089056283","-317.8345089056283","-317.8345089056283"
"104058","-341.6629142079614","-341.6629142079614","-341.6629142079614"
"104140","-339.3829640165701","-339.3829640165701","-339.3829640165701"
"104222","-328.74787610868276","-328.74787610868276","-328.74787610868276"
"104304","-298.8486025006924","-298.8486025006924","-298.8486025006924"
"104468","-298.59560490008147","-298.59560490008147","-298.59560490008147"
"104550","-321.48120673409807","-321.48120673409807","-321.48120673409807"
"104632","-319.3452068366006","-319.3452068366006","-319.3452068366006"
"104714","-287.60285942537206","-287.60285942537206","-287.60285942537206"
"104878","-286.6659625155703","-286.6659625155703","-286.6659625155703"
"104960","-301.7201987335421","-301.7201987335421","-301.7201987335421"
"105042","-302.33977775247365","-302.33977775247365","-302.33977775247365"
"105124","-296.2848031364521","-296.2848031364521","-296.2848031364521"
"105206","-317.0029633293214","-317.0029633293214","-317.0029633293214"
"105370","-311.08584471899616","-311.08584471899616","-311.08584471899616"
"105452","-301.66448763828123","-301.66448763828123","-301.66448763828123"
"105534","-319.8192313220017","-319.8192313220017","-319.8192313220017"
"105616","-321.6783986729599","-321.6783986729599","-321.6783986729599"
"105780","-276.24665033612865","-276.24665033612865","-276.24665033612865"
"105862","-320.2455933466199","-320.2455933466199","-320.2455933466199"
"105944","-300.6946866988534","-300.6946866988534","-300.6946866988534"
"106026","-300.5304718590126","-300.5304718590126","-300.5304718590126"
"106108","-304.6943371967462","-304.6943371967462","-304.6943371967462"
"106272","-311.2786477473334","-311.2786477473334","-311.2786477473334"
"106354","-316.1254316578337","-316.1254316578337","-316.1254316578337"
"106436","-288.22621596635764","-288.22621596635764","-288.22621596635764"
"106518","-301.00429016692675","-301.00429016692675","-301.00429016692675"
"106600","-307.4520992970729","-307.4520992970729","-307.4520992970729"
"106764","-322.3170159806437","-322.3170159806437","-322.3170159806437"
"106846","-329.9455795852527","-329.9455795852527","-329.9455795852527"
"106928","-333.08941641524126","-333.08941641524126","-333.08941641524126"
"107010","-305.92816837239667","-305.92816837239667","-305.92816837239667"
"107174","-300.859095807085","-300.859095807085","-300.859095807085"
"107256","-279.7166660852479","-279.7166660852479","-279.7166660852479"
"107338","-304.5754273575816","-304.5754273575816","-304.5754273575816"
"107420","-285.1571026018228","-285.1571026018228","-285.1571026018228"
"107502","-294.75347447472654","-294.75347447472654","-294.75347447472654"
"107666","-301.4450234895353","-301.4450234895353","-301.4450234895353"
"107748","-338.2342541236864","-338.2342541236864","-338.2342541236864"
"107830","-304.09245520963873","-304.09245520963873","-304.09245520963873"
"107912","-295.15213392643864","-295.15213392643864","-295.15213392643864"
"108076","-335.78593599192374","-335.78593599192374","-335.78593599192374"
"108158","-310.59726287092786","-310.59726287092786","-310.59726287092786"
"108240","-276.84211480942236","-276.84211480942236","-276.84211480942236"
"108322","-306.8860585620102","-306.8860585620102","-306.8860585620102"
"108404","-306.5733538522299","-306.5733538522299","-306.5733538522299"
"108568","-313.1681310474072","-313.1681310474072","-313.1681310474072"
"108650","-306.7079353620869","-306.7079353620869","-306.7079353620869"
"108732","-326.88057946458","-326.88057946458","-326.88057946458"
"108814","-330.5830326465741","-330.5830326465741","-330.5830326465741"
"108978","-288.8274150568834","-288.8274150568834","-288.8274150568834"
"109060","-301.5012122510786","-301.5012122510786","-301.5012122510786"
"109142","-323.82068060460506","-323.82068060460506","-323.82068060460506"
"109224","-322.39591330246975","-322.39591330246975","-322.39591330246975"
"109306","-318.4843629839658","-318.4843629839658","-318.4843629839658"
"109470","-304.8667656948413","-304.8667656948413","-304.8667656948413"
"109552","-314.6920654981526","-314.6920654981526","-314.6920654981526"
"109634","-281.04435799965","-281.04435799965","-281.04435799965"
"109716","-290.1128902782825","-290.1128902782825","-290.1128902782825"
"109880","-328.0978164309303","-328.0978164309303","-328.0978164309303"
"109962","-331.40301617498096","-331.40301617498096","-331.40301617498096"
"110044","-314.68876714516057","-314.68876714516057","-314.68876714516057"
"110126","-301.27807023120585","-301.27807023120585","-301.27807023120585"
"110208","-329.1405920596702","-329.1405920596702","-329.1405920596702"
"110372","-287.48306336250874","-287.48306336250874","-287.48306336250874"
"110454","-308.5976038727377","-308.5976038727377","-308.5976038727377"
"110536","-291.33423157488266","-291.33423157488266","-291.33423157488266"
"110618","-293.7837090227706","-293.7837090227706","-293.7837090227706"
"110700","-308.00413307091605","-308.00413307091605","-308.00413307091605"
"110864","-310.39628151807256","-310.39628151807256","-310.39628151807256"
"110946","-296.88443852491105","-296.88443852491105","-296.88443852491105"
"111028","-330.1470361074599","-330.1470361074599","-330.1470361074599"
"111110","-325.21810417186293","-325.21810417186293","-325.21810417186293"
"111274","-319.52274242943975","-319.52274242943975","-319.52274242943975"
"111356","-315.61361280004854","-315.61361280004854","-315.61361280004854"
"111438","-287.74070383946355","-287.74070383946355","-287.74070383946355"
"111520","-309.5343326343862","-309.5343326343862","-309.5343326343862"
"111602","-296.5324712158236","-296.5324712158236","-296.5324712158236"
"111766","-325.5171146516192","-325.5171146516192","-325.5171146516192"
"111848","-317.1447589197647","-317.1447589197647","-317.1447589197647"
"111930","-320.21468908864006","-320.21468908864006","-320.21468908864006"
"112012","-298.2588419010519","-298.2588419010519","-298.2588419010519"
"112176","-296.15663271808273","-296.15663271808273","-296.15663271808273"
"112258","-320.4303753827978","-320.4303753827978","-320.4303753827978"
"112340","-338.116657347845","-338.116657347845","-338.116657347845"
"112422","-318.4541492910234","-318.4541492910234","-318.4541492910234"
"112504","-306.72618547506767","-306.72618547506767","-306.72618547506767"
"112668","-319.9804640397001","-319.9804640397001","-319.9804640397001"
"112750","-308.0367928610343","-308.0367928610343","-308.0367928610343"
"112832","-327.339543836169","-327.339543836169","-327.339543836169"
"112914","-336.61778425850787","-336.61778425850787","-336.61778425850787"
"113078","-297.90331988043704","-297.90331988043704","-297.90331988043704"
"113160","-306.89149447886683","-306.89149447886683","-306.89149447886683"
"113242","-317.64056888665795","-317.64056888665795","-317.64056888665795"
"113324","-332.72630747562766","-332.72630747562766","-332.72630747562766"
"113406","-292.85349908338844","-292.85349908338844","-292.85349908338844"
"113570","-317.168842014638","-317.168842014638","-317.168842014638"
"113652","-335.6363615677739","-335.6363615677739","-335.6363615677739"
"113734","-326.6008655544405","-326.6008655544405","-326.6008655544405"
"113816","-302.44821536154535","-302.44821536154535","-302.44821536154535"
"113980","-304.0029551612551","-304.0029551612551","-304.0029551612551"
"114062","-323.70344520505614","-323.70344520505614","-323.70344520505614"
"114144","-317.30062345597815","-317.30062345597815","-317.30062345597815"
"114226","-325.9398352482515","-325.9398352482515","-325.9398352482515"
"114308","-308.0181193665645","-308.0181193665645","-308.0181193665645"
"114472","-310.4290198100272","-310.4290198100272","-310.4290198100272"
"114554","-338.4734620749226","-338.4734620749226","-338.4734620749226"
"114636","-292.25775785300596","-292.25775785300596","-292.25775785300596"
"114718","-335.1091960627286","-335.1091960627286","-335.1091960627286"
"114800","-312.5647101846374","-312.5647101846374","-312.5647101846374"
"114964","-285.1372864730659","-285.1372864730659","-285.1372864730659"
"115046","-314.5908772676299","-314.5908772676299","-314.5908772676299"
"115128","-296.1047345583164","-296.1047345583164","-296.1047345583164"
"115210","-314.2803599612476","-314.2803599612476","-314.2803599612476"
"115374","-301.9411291841042","-301.9411291841042","-301.9411291841042"
"115456","-310.88514359870516","-310.88514359870516","-310.88514359870516"
"115538","-311.11789450357475","-311.11789450357475","-311.11789450357475"
"115620","-299.7079889393923","-299.7079889393923","-299.7079889393923"
"115702","-298.5030546186736","-298.5030546186736","-298.5030546186736"
"115866","-293.5305287239903","-293.5305287239903","-293.5305287239903"
"115948","-313.99864320762333","-313.99864320762333","-313.99864320762333"
"116030","-294.00406811400444","-294.00406811400444","-294.00406811400444"
"116112","-314.7478290659117","-314.7478290659117","-314.7478290659117"
"116276","-306.4828435100839","-306.4828435100839","-306.4828435100839"
"116358","-284.6832365949805","-284.6832365949805","-284.6832365949805"
"116440","-283.43728534012","-283.43728534012","-283.43728534012"
"116522","-309.5604041122061","-309.5604041122061","-309.5604041122061"
"116604","-334.4604374616898","-334.4604374616898","-334.4604374616898"
"116768","-339.69248523081893","-339.69248523081893","-339.69248523081893"
"116850","-295.71482982337113","-295.71482982337113","-295.71482982337113"
"116932","-282.11523717124885","-282.11523717124885","-282.11523717124885"
"117014","-326.68932946700346","-326.68932946700346","-326.68932946700346"
"117178","-321.6460332556986","-321.6460332556986","-321.6460332556986"
"117260","-307.60114661040546","-307.60114661040546","-307.60114661040546"
"117342","-309.87825275653313","-309.87825275653313","-309.87825275653313"
"117424","-287.98039125513276","-287.98039125513276","-287.98039125513276"
"117506","-326.30094694074114","-326.30094694074114","-326.30094694074114"
"117670","-355.02705065214025","-355.02705065214025","-355.02705065214025"
"117752","-316.2878187342046","-316.2878187342046","-316.2878187342046"
"117834","-349.0721951642669","-349.0721951642669","-349.0721951642669"
"117916","-323.0967800135079","-323.0967800135079","-323.0967800135079"
"118080","-314.99162626853035","-314.99162626853035","-314.99162626853035"
"118162","-307.4925481053743","-307.4925481053743","-307.4925481053743"
"118244","-302.2017781074543","-302.2017781074543","-302.2017781074543"
"118326","-331.7725547225897","-331.7725547225897","-331.7725547225897"
"118408","-306.56073859942194","-306.56073859942194","-306.56073859942194"
"118572","-318.83588658934167","-318.83588658934167","-318.83588658934167"
"118654","-317.27013578669346","-317.27013578669346","-317.27013578669346"
"118736","-330.0360062352927","-330.0360062352927","-330.0360062352927"
"118818","-336.72114576137807","-336.72114576137807","-336.72114576137807"
"118900","-271.9260459976481","-271.9260459976481","-271.9260459976481"
"119064","-317.27828551866935","-317.27828551866935","-317.27828551866935"
"119146","-316.5942592291557","-316.5942592291557","-316.5942592291557"
"119228","-328.7322522218024","-328.7322522218024","-328.7322522218024"
"119310","-306.60787973871777","-306.60787973871777","-306.60787973871777"
"119474","-301.9780227177804","-301.9780227177804","-301.9780227177804"
"119556","-297.51086465103776","-297.51086465103776","-297.51086465103776"
"119638","-316.8292826721424","-316.8292826721424","-316.8292826721424"
"119720","-332.4749863297991","-332.4749863297991","-332.4749863297991"
"119802","-321.93448677867485","-321.93448677867485","-321.93448677867485"
"119966","-311.20039834438484","-311.20039834438484","-311.20039834438484"
"120048","-320.0087617839118","-320.0087617839118","-320.0087617839118"
"120130","-326.56999939686193","-326.56999939686193","-326.56999939686193"
"120212","-303.6168964601317","-303.6168964601317","-303.6168964601317"
"120376","-316.46864457546474","-316.46864457546474","-316.46864457546474"
"120458","-312.0136021987245","-312.0136021987245","-312.0136021987245"
"120540","-298.5177924231332","-298.5177924231332","-298.5177924231332"
"120622","-319.4228756633235","-319.4228756633235","-319.4228756633235"
"120704","-289.4090961145473","-289.4090961145473","-289.4090961145473"
"120868","-321.1621488543543","-321.1621488543543","-321.1621488543543"
"120950","-305.93024244722056","-305.93024244722056","-305.93024244722056"
"121032","-306.42234007776966","-306.42234007776966","-306.42234007776966"
"121114","-322.42518259466755","-322.42518259466755","-322.42518259466755"
"121278","-289.88648110951885","-289.88648110951885","-289.88648110951885"
"121360","-284.62255810557315","-284.62255810557315","-284.62255810557315"
"121442","-356.42178553807344","-356.42178553807344","-356.42178553807344"
"121524","-331.2661548466289","-331.2661548466289","-331.2661548466289"
"121606","-311.43668659080635","-311.43668659080635","-311.43668659080635"
"121770","-296.4588022730088","-296.4588022730088","-296.4588022730088"
"121852","-301.94562162538506","-301.94562162538506","-301.94562162538506"
"121934","-306.8656638936425","-306.8656638936425","-306.8656638936425"
"122016","-256.1722587637358","-256.1722587637358","-256.1722587637358"
"122180","-280.6344340336593","-280.6344340336593","-280.6344340336593"
"122262","-326.64089883671653","-326.64089883671653","-326.64089883671653"
"122344","-311.8663187661186","-311.8663187661186","-311.8663187661186"
"122426","-279.55817474421525","-279.55817474421525","-279.55817474421525"
"122508","-306.9074756590834","-306.9074756590834","-306.9074756590834"
"122672","-286.8415432916059","-286.8415432916059","-286.8415432916059"
"122754","-318.2429165843337","-318.2429165843337","-318.2429165843337"
"122836","-311.2664640558737","-311.2664640558737","-311.2664640558737"
"122918","-290.4518067384824","-290.4518067384824","-290.4518067384824"
"123000","-302.82089523180946","-302.82089523180946","-302.82089523180946"
"123164","-301.87278724956565","-301.87278724956565","-301.87278724956565"
"123246","-295.42595457740254","-295.42595457740254","-295.42595457740254"
"123328","-327.53404765339735","-327.53404765339735","-327.53404765339735"
"123410","-320.71442371348945","-320.71442371348945","-320.71442371348945"
"123574","-313.96656017539703","-313.96656017539703","-313.96656017539703"
"123656","-289.87677628369806","-289.87677628369806","-289.87677628369806"
"123738","-296.4529088740238","-296.4529088740238","-296.4529088740238"
"123820","-332.9243734993199","-332.9243734993199","-332.9243734993199"
"123902","-294.69189018797147","-294.69189018797147","-294.69189018797147"
"124066","-295.5331541412598","-295.5331541412598","-295.5331541412598"
"124148","-308.3655149175193","-308.3655149175193","-308.3655149175193"
"124230","-302.09176653845066","-302.09176653845066","-302.09176653845066"
"124312","-289.66313480242917","-289.66313480242917","-289.66313480242917"
"124476","-296.3364635131269","-296.3364635131269","-296.3364635131269"
"124558","-333.6493804451139","-333.6493804451139","-333.6493804451139"
"124640","-289.0127343389874","-289.0127343389874","-289.0127343389874"
"124722","-289.2693477043519","-289.2693477043519","-289.2693477043519"
"124804","-310.6207299553449","-310.6207299553449","-310.6207299553449"
"124968","-312.2714179824898","-312.2714179824898","-312.2714179824898"
"125050","-320.9212269433173","-320.9212269433173","-320.9212269433173"
"125132","-300.5050196520473","-300.5050196520473","-300.5050196520473"
"125214","-285.3314484899585","-285.3314484899585","-285.3314484899585"
"125378","-311.95465973851947","-311.95465973851947","-311.95465973851947"
"125460","-329.9371590045481","-329.9371590045481","-329.9371590045481"
"125542","-313.5645774720117","-313.5645774720117","-313.5645774720117"
"125624","-301.44528025419214","-301.44528025419214","-301.44528025419214"
"125706","-304.54723994375274","-304.54723994375274","-304.54723994375274"
"125870","-319.87825390753954","-319.87825390753954","-319.87825390753954"
"125952","-305.5592646932271","-305.5592646932271","-305.5592646932271"
"126034","-340.2636231625038","-340.2636231625038","-340.2636231625038"
"126116","-307.81154981572405","-307.81154981572405","-307.81154981572405"
"126280","-306.9506071734446","-306.9506071734446","-306.9506071734446"
"126362","-313.8058302925387","-313.8058302925387","-313.8058302925387"
"126444","-314.4691585153763","-314.4691585153763","-314.4691585153763"
"126526","-295.00867258279413","-295.00867258279413","-295.00867258279413"
"126608","-315.9171535653728","-315.9171535653728","-315.9171535653728"
"126772","-317.9658648593567","-317.9658648593567","-317.9658648593567"
"126854","-299.38246387579846","-299.38246387579846","-299.38246387579846"
"126936","-341.36457808965577","-341.36457808965577","-341.36457808965577"
"127018","-281.72606439916734","-281.72606439916734","-281.72606439916734"
"127100","-323.28759575805657","-323.28759575805657","-323.28759575805657"
"127264","-288.7123630329637","-288.7123630329637","-288.7123630329637"
"127346","-311.50540101564656","-311.50540101564656","-311.50540101564656"
"127428","-320.20328182696545","-320.20328182696545","-320.20328182696545"
"127510","-296.2204407562576","-296.2204407562576","-296.2204407562576"
"127674","-315.5903139837631","-315.5903139837631","-315.5903139837631"
"127756","-331.0816769148392","-331.0816769148392","-331.0816769148392"
"127838","-297.70439738115755","-297.70439738115755","-297.70439738115755"
"127920","-337.8676560537905","-337.8676560537905","-337.8676560537905"
"128002","-331.88579671977","-331.88579671977","-331.88579671977"
"128166","-306.07915087899744","-306.07915087899744","-306.07915087899744"
"128248","-300.0451868321543","-300.0451868321543","-300.0451868321543"
"128330","-329.50757276232883","-329.50757276232883","-329.50757276232883"
"128412","-335.87359974422435","-335.87359974422435","-335.87359974422435"
"128576","-284.73723231442864","-284.73723231442864","-284.73723231442864"
"128658","-289.1326715607438","-289.1326715607438","-289.1326715607438"
"128740","-331.36224423961073","-331.36224423961073","-331.36224423961073"
"128822","-318.147952371414","-318.147952371414","-318.147952371414"
"128904","-326.4826927498355","-326.4826927498355","-326.4826927498355"
"129068","-308.54643780212666","-308.54643780212666","-308.54643780212666"
"129150","-307.06158053757247","-307.06158053757247","-307.06158053757247"
"129232","-309.1339948508274","-309.1339948508274","-309.1339948508274"
"129314","-300.44892843134966","-300.44892843134966","-300.44892843134966"
"129478","-314.0491285917106","-314.0491285917106","-314.0491285917106"
"129560","-296.7371769704177","-296.7371769704177","-296.7371769704177"
"129642","-309.96591284099276","-309.96591284099276","-309.96591284099276"
"129724","-319.69233558302835","-319.69233558302835","-319.69233558302835"
"129806","-314.9548587725643","-314.9548587725643","-314.9548587725643"
"129970","-281.1731693268885","-281.1731693268885","-281.1731693268885"
"130052","-285.77675528362647","-285.77675528362647","-285.77675528362647"
"130134","-299.3430799113377","-299.3430799113377","-299.3430799113377"
"130216","-328.8271831232512","-328.8271831232512","-328.8271831232512"
"130380","-290.80033741875866","-290.80033741875866","-290.80033741875866"
"130462","-289.71617657682924","-289.71617657682924","-289.71617657682924"
"130544","-299.00308033968554","-299.00308033968554","-299.00308033968554"
"130626","-314.9580546677216","-314.9580546677216","-314.9580546677216"
