"Step","dandy-snowflake-25 - episode/return","dandy-snowflake-25 - episode/return__MIN","dandy-snowflake-25 - episode/return__MAX","legendary-plasma-24 - episode/return","legendary-plasma-24 - episode/return__MIN","legendary-plasma-24 - episode/return__MAX","gentle-mountain-20 - episode/return","gentle-mountain-20 - episode/return__MIN","gentle-mountain-20 - episode/return__MAX"
"93440","611.0355224609375","611.0355224609375","611.0355224609375","","","","","",""
"93481","","","","618.3847045898438","618.3847045898438","618.3847045898438","","",""
"93509","","","","","","","639.4533081054688","639.4533081054688","639.4533081054688"
"93652","685.9423828125","685.9423828125","685.9423828125","","","","","",""
"93688","","","","663.94921875","663.94921875","663.94921875","","",""
"93704","","","","","","","602.379150390625","602.379150390625","602.379150390625"
"93848","609.5411376953125","609.5411376953125","609.5411376953125","","","","","",""
"93877","","","","626.392578125","626.392578125","626.392578125","","",""
"93894","","","","","","","587.29736328125","587.29736328125","587.29736328125"
"94029","586.829345703125","586.829345703125","586.829345703125","","","","","",""
"94072","","","","631.4920043945312","631.4920043945312","631.4920043945312","","",""
"94076","","","","","","","564.198486328125","564.198486328125","564.198486328125"
"94209","590.4309692382812","590.4309692382812","590.4309692382812","","","","","",""
"94271","","","","634.8558959960938","634.8558959960938","634.8558959960938","","",""
"94276","","","","","","","625.3491821289062","625.3491821289062","625.3491821289062"
"94406","636.3983154296875","636.3983154296875","636.3983154296875","","","","","",""
"94459","","","","","","","574.1801147460938","574.1801147460938","574.1801147460938"
"94476","","","","645.5785522460938","645.5785522460938","645.5785522460938","","",""
"94593","620.4196166992188","620.4196166992188","620.4196166992188","","","","","",""
"94648","","","","","","","585.1343994140625","585.1343994140625","585.1343994140625"
"94671","","","","616.177734375","616.177734375","616.177734375","","",""
"94797","645.5303344726562","645.5303344726562","645.5303344726562","","","","","",""
"94852","","","","","","","631.1639404296875","631.1639404296875","631.1639404296875"
"94870","","","","656.7506713867188","656.7506713867188","656.7506713867188","","",""
"94992","620.1903076171875","620.1903076171875","620.1903076171875","","","","","",""
"95044","","","","","","","592.0025634765625","592.0025634765625","592.0025634765625"
"95064","","","","628.658447265625","628.658447265625","628.658447265625","","",""
"95193","661.7831420898438","661.7831420898438","661.7831420898438","","","","","",""
"95230","","","","","","","574.3928833007812","574.3928833007812","574.3928833007812"
"95280","","","","710.0239868164062","710.0239868164062","710.0239868164062","","",""
"95400","671.8477172851562","671.8477172851562","671.8477172851562","","","","","",""
"95467","","","","","","","778.9718017578125","778.9718017578125","778.9718017578125"
"95480","","","","647.2623291015625","647.2623291015625","647.2623291015625","","",""
"95591","617.688720703125","617.688720703125","617.688720703125","","","","","",""
"95656","","","","","","","600.4620361328125","600.4620361328125","600.4620361328125"
"95706","","","","737.99853515625","737.99853515625","737.99853515625","","",""
"95803","694.488037109375","694.488037109375","694.488037109375","","","","","",""
"95849","","","","","","","594.2529296875","594.2529296875","594.2529296875"
"95911","","","","665.4216918945312","665.4216918945312","665.4216918945312","","",""
"96045","813.2240600585938","813.2240600585938","813.2240600585938","","","","","",""
"96095","","","","","","","805.7247924804688","805.7247924804688","805.7247924804688"
"96121","","","","670.4820556640625","670.4820556640625","670.4820556640625","","",""
"96240","632.177978515625","632.177978515625","632.177978515625","","","","","",""
"96290","","","","","","","605.3161010742188","605.3161010742188","605.3161010742188"
"96331","","","","666.0737915039062","666.0737915039062","666.0737915039062","","",""
"96448","672.7598266601562","672.7598266601562","672.7598266601562","","","","","",""
"96524","","","","","","","778.6720581054688","778.6720581054688","778.6720581054688"
"96558","","","","756.9509887695312","756.9509887695312","756.9509887695312","","",""
"96648","639.071044921875","639.071044921875","639.071044921875","","","","","",""
"96699","","","","","","","548.893310546875","548.893310546875","548.893310546875"
"96767","","","","660.1106567382812","660.1106567382812","660.1106567382812","","",""
"96851","657.537353515625","657.537353515625","657.537353515625","","","","","",""
"96925","","","","","","","741.2951049804688","741.2951049804688","741.2951049804688"
"97012","","","","816.8624267578125","816.8624267578125","816.8624267578125","","",""
"97050","643.7440795898438","643.7440795898438","643.7440795898438","","","","","",""
"97166","","","","","","","804.1241455078125","804.1241455078125","804.1241455078125"
"97233","","","","724.7440185546875","724.7440185546875","724.7440185546875","","",""
"97242","607.8338623046875","607.8338623046875","607.8338623046875","","","","","",""
"97349","","","","","","","559.98486328125","559.98486328125","559.98486328125"
"97434","","","","658.4144287109375","658.4144287109375","658.4144287109375","","",""
"97447","656.2322387695312","656.2322387695312","656.2322387695312","","","","","",""
"97519","","","","","","","524.6485595703125","524.6485595703125","524.6485595703125"
"97626","","","","622.1286010742188","622.1286010742188","622.1286010742188","","",""
"97654","658.8109130859375","658.8109130859375","658.8109130859375","","","","","",""
"97732","","","","","","","687.5260009765625","687.5260009765625","687.5260009765625"
"97843","603.8318481445312","603.8318481445312","603.8318481445312","","","","","",""
"97850","","","","734.9420166015625","734.9420166015625","734.9420166015625","","",""
"97913","","","","","","","559.7155151367188","559.7155151367188","559.7155151367188"
"98051","","","","638.6747436523438","638.6747436523438","638.6747436523438","","",""
"98075","782.2869873046875","782.2869873046875","782.2869873046875","","","","","",""
"98116","","","","","","","622.3217163085938","622.3217163085938","622.3217163085938"
"98256","","","","654.5413818359375","654.5413818359375","654.5413818359375","","",""
"98267","631.4481201171875","631.4481201171875","631.4481201171875","","","","","",""
"98315","","","","","","","621.6898803710938","621.6898803710938","621.6898803710938"
"98463","","","","659.7168579101562","659.7168579101562","659.7168579101562","","",""
"98469","647.8967895507812","647.8967895507812","647.8967895507812","","","","","",""
"98535","","","","","","","716.9680786132812","716.9680786132812","716.9680786132812"
"98652","","","","615.8088989257812","615.8088989257812","615.8088989257812","","",""
"98666","625.36181640625","625.36181640625","625.36181640625","","","","","",""
"98718","","","","","","","572.1033325195312","572.1033325195312","572.1033325195312"
"98870","","","","709.7677001953125","709.7677001953125","709.7677001953125","","",""
"98878","692.2594604492188","692.2594604492188","692.2594604492188","","","","","",""
"98902","","","","","","","577.2974853515625","577.2974853515625","577.2974853515625"
"99074","","","","","","","537.3604736328125","537.3604736328125","537.3604736328125"
"99078","644.3817138671875","644.3817138671875","644.3817138671875","","","","","",""
"99110","","","","814.5657348632812","814.5657348632812","814.5657348632812","","",""
"99251","","","","","","","544.9602661132812","544.9602661132812","544.9602661132812"
"99289","673.9215698242188","673.9215698242188","673.9215698242188","","","","","",""
"99312","","","","647.1529541015625","647.1529541015625","647.1529541015625","","",""
"99451","","","","","","","622.7234497070312","622.7234497070312","622.7234497070312"
"99487","637.1748657226562","637.1748657226562","637.1748657226562","","","","","",""
"99519","","","","662.1622924804688","662.1622924804688","662.1622924804688","","",""
"99649","","","","","","","609.2119140625","609.2119140625","609.2119140625"
"99684","626.3067626953125","626.3067626953125","626.3067626953125","","","","","",""
"99718","","","","636.686767578125","636.686767578125","636.686767578125","","",""
"99857","","","","","","","657.398193359375","657.398193359375","657.398193359375"
"99891","666.1815185546875","666.1815185546875","666.1815185546875","","","","","",""
"99921","","","","651.951416015625","651.951416015625","651.951416015625","","",""
"100057","","","","","","","624.4397583007812","624.4397583007812","624.4397583007812"
"100090","630.6206665039062","630.6206665039062","630.6206665039062","","","","","",""
"100119","","","","621.86572265625","621.86572265625","621.86572265625","","",""
"100261","","","","","","","636.85498046875","636.85498046875","636.85498046875"
"100314","751.4692993164062","751.4692993164062","751.4692993164062","","","","","",""
"100323","","","","643.330810546875","643.330810546875","643.330810546875","","",""
"100488","","","","","","","752.2310180664062","752.2310180664062","752.2310180664062"
"100528","700.09130859375","700.09130859375","700.09130859375","","","","","",""
"100530","","","","665.6751708984375","665.6751708984375","665.6751708984375","","",""
"100663","","","","","","","546.0651245117188","546.0651245117188","546.0651245117188"
"100735","","","","668.7265625","668.7265625","668.7265625","","",""
"100752","735.220703125","735.220703125","735.220703125","","","","","",""
"100887","","","","","","","735.9025268554688","735.9025268554688","735.9025268554688"
"100936","","","","650.0687866210938","650.0687866210938","650.0687866210938","","",""
"100949","635.0943603515625","635.0943603515625","635.0943603515625","","","","","",""
"101083","","","","","","","610.961669921875","610.961669921875","610.961669921875"
"101135","","","","643.6806030273438","643.6806030273438","643.6806030273438","","",""
"101173","726.0401611328125","726.0401611328125","726.0401611328125","","","","","",""
"101280","","","","","","","617.6605224609375","617.6605224609375","617.6605224609375"
"101339","","","","666.0953979492188","666.0953979492188","666.0953979492188","","",""
"101377","658.6217651367188","658.6217651367188","658.6217651367188","","","","","",""
"101503","","","","","","","716.8880004882812","716.8880004882812","716.8880004882812"
"101538","","","","639.5260620117188","639.5260620117188","639.5260620117188","","",""
"101585","667.1421508789062","667.1421508789062","667.1421508789062","","","","","",""
"101709","","","","","","","640.1133422851562","640.1133422851562","640.1133422851562"
"101761","","","","726.34912109375","726.34912109375","726.34912109375","","",""
"101806","722.9285278320312","722.9285278320312","722.9285278320312","","","","","",""
"101896","","","","","","","591.7721557617188","591.7721557617188","591.7721557617188"
"101966","","","","655.9638061523438","655.9638061523438","655.9638061523438","","",""
"102002","623.1927490234375","623.1927490234375","623.1927490234375","","","","","",""
"102108","","","","","","","685.556884765625","685.556884765625","685.556884765625"
"102163","","","","632.6988525390625","632.6988525390625","632.6988525390625","","",""
"102219","711.0497436523438","711.0497436523438","711.0497436523438","","","","","",""
"102298","","","","","","","580.4202880859375","580.4202880859375","580.4202880859375"
"102363","","","","652.9278564453125","652.9278564453125","652.9278564453125","","",""
"102427","660.0924072265625","660.0924072265625","660.0924072265625","","","","","",""
"102498","","","","","","","618.802001953125","618.802001953125","618.802001953125"
"102578","","","","686.5011596679688","686.5011596679688","686.5011596679688","","",""
"102639","680.4762573242188","680.4762573242188","680.4762573242188","","","","","",""
"102733","","","","","","","768.572265625","768.572265625","768.572265625"
"102773","","","","628.9509887695312","628.9509887695312","628.9509887695312","","",""
"102868","753.8193359375","753.8193359375","753.8193359375","","","","","",""
"102961","","","","","","","732.3687744140625","732.3687744140625","732.3687744140625"
"102978","","","","656.142333984375","656.142333984375","656.142333984375","","",""
"103100","782.703857421875","782.703857421875","782.703857421875","","","","","",""
"103155","","","","","","","615.2097778320312","615.2097778320312","615.2097778320312"
"103163","","","","612.228515625","612.228515625","612.228515625","","",""
"103313","679.1395263671875","679.1395263671875","679.1395263671875","","","","","",""
"103372","","","","656.2650756835938","656.2650756835938","656.2650756835938","","",""
"103379","","","","","","","738.4586791992188","738.4586791992188","738.4586791992188"
"103527","689.021728515625","689.021728515625","689.021728515625","","","","","",""
"103575","","","","645.9243774414062","645.9243774414062","645.9243774414062","","",""
"103597","","","","","","","713.2779541015625","713.2779541015625","713.2779541015625"
"103758","761.2920532226562","761.2920532226562","761.2920532226562","","","","","",""
"103772","","","","631.7839965820312","631.7839965820312","631.7839965820312","","",""
"103785","","","","","","","585.4903564453125","585.4903564453125","585.4903564453125"
"103968","677.830810546875","677.830810546875","677.830810546875","","","","","",""
"103973","","","","","","","580.3499145507812","580.3499145507812","580.3499145507812"
"104005","","","","789.5578002929688","789.5578002929688","789.5578002929688","","",""
"104181","680.9085083007812","680.9085083007812","680.9085083007812","","","","","",""
"104186","","","","","","","672.2530517578125","672.2530517578125","672.2530517578125"
"104213","","","","661.9291381835938","661.9291381835938","661.9291381835938","","",""
"104389","666.9276123046875","666.9276123046875","666.9276123046875","","","","","",""
"104407","","","","634.6580810546875","634.6580810546875","634.6580810546875","","",""
"104416","","","","","","","747.246826171875","747.246826171875","747.246826171875"
"104594","650.2691040039062","650.2691040039062","650.2691040039062","","","","","",""
"104597","","","","627.5441284179688","627.5441284179688","627.5441284179688","","",""
"104614","","","","","","","627.9166870117188","627.9166870117188","627.9166870117188"
"104802","","","","652.2381591796875","652.2381591796875","652.2381591796875","","",""
"104812","713.860107421875","713.860107421875","713.860107421875","","","","","",""
"104833","","","","","","","699.9830932617188","699.9830932617188","699.9830932617188"
"104997","","","","626.668701171875","626.668701171875","626.668701171875","","",""
"105008","631.0640869140625","631.0640869140625","631.0640869140625","","","","","",""
"105032","","","","","","","618.2188720703125","618.2188720703125","618.2188720703125"
"105212","654.08251953125","654.08251953125","654.08251953125","","","","","",""
"105230","","","","789.2767944335938","789.2767944335938","789.2767944335938","","",""
"105252","","","","","","","703.707275390625","703.707275390625","703.707275390625"
"105430","","","","652.304443359375","652.304443359375","652.304443359375","","",""
"105445","780.3544311523438","780.3544311523438","780.3544311523438","","","","","",""
"105488","","","","","","","768.61962890625","768.61962890625","768.61962890625"
"105625","","","","634.50634765625","634.50634765625","634.50634765625","","",""
"105646","639.0033569335938","639.0033569335938","639.0033569335938","","","","","",""
"105710","","","","","","","726.5336303710938","726.5336303710938","726.5336303710938"
"105823","","","","643.5000610351562","643.5000610351562","643.5000610351562","","",""
"105850","655.818603515625","655.818603515625","655.818603515625","","","","","",""
"105909","","","","","","","613.625732421875","613.625732421875","613.625732421875"
"106041","","","","706.1281127929688","706.1281127929688","706.1281127929688","","",""
"106074","730.42578125","730.42578125","730.42578125","","","","","",""
"106108","","","","","","","618.8955078125","618.8955078125","618.8955078125"
"106233","","","","615.1488647460938","615.1488647460938","615.1488647460938","","",""
"106282","673.6585083007812","673.6585083007812","673.6585083007812","","","","","",""
"106310","","","","","","","626.1099853515625","626.1099853515625","626.1099853515625"
"106443","","","","672.8147583007812","672.8147583007812","672.8147583007812","","",""
"106491","663.9553833007812","663.9553833007812","663.9553833007812","","","","","",""
"106544","","","","","","","760.132568359375","760.132568359375","760.132568359375"
"106642","","","","639.8264770507812","639.8264770507812","639.8264770507812","","",""
"106716","739.9580688476562","739.9580688476562","739.9580688476562","","","","","",""
"106777","","","","","","","770.5939331054688","770.5939331054688","770.5939331054688"
"106853","","","","654.5009155273438","654.5009155273438","654.5009155273438","","",""
"106923","654.5543823242188","654.5543823242188","654.5543823242188","","","","","",""
"107017","","","","","","","799.624267578125","799.624267578125","799.624267578125"
"107071","","","","699.365966796875","699.365966796875","699.365966796875","","",""
"107154","765.8350219726562","765.8350219726562","765.8350219726562","","","","","",""
"107243","","","","","","","726.622802734375","726.622802734375","726.622802734375"
"107270","","","","630.9552001953125","630.9552001953125","630.9552001953125","","",""
"107371","709.651611328125","709.651611328125","709.651611328125","","","","","",""
"107436","","","","","","","597.2960815429688","597.2960815429688","597.2960815429688"
"107471","","","","648.764892578125","648.764892578125","648.764892578125","","",""
"107580","669.85107421875","669.85107421875","669.85107421875","","","","","",""
"107679","","","","651.808837890625","651.808837890625","651.808837890625","","",""
"107688","","","","","","","813.466552734375","813.466552734375","813.466552734375"
"107775","633.6400756835938","633.6400756835938","633.6400756835938","","","","","",""
"107868","","","","615.0342407226562","615.0342407226562","615.0342407226562","","",""
"107918","","","","","","","750.1129150390625","750.1129150390625","750.1129150390625"
"108012","786.77880859375","786.77880859375","786.77880859375","","","","","",""
"108105","","","","794.6287841796875","794.6287841796875","794.6287841796875","","",""
"108117","","","","","","","618.2313232421875","618.2313232421875","618.2313232421875"
"108223","672.3919067382812","672.3919067382812","672.3919067382812","","","","","",""
"108308","","","","652.0764770507812","652.0764770507812","652.0764770507812","","",""
"108345","","","","","","","745.0103759765625","745.0103759765625","745.0103759765625"
"108442","725.5859985351562","725.5859985351562","725.5859985351562","","","","","",""
"108512","","","","637.1301879882812","637.1301879882812","637.1301879882812","","",""
"108589","","","","","","","811.4172973632812","811.4172973632812","811.4172973632812"
"108663","728.3157348632812","728.3157348632812","728.3157348632812","","","","","",""
"108710","","","","637.372802734375","637.372802734375","637.372802734375","","",""
"108830","","","","","","","778.1598510742188","778.1598510742188","778.1598510742188"
"108866","642.9393920898438","642.9393920898438","642.9393920898438","","","","","",""
"108912","","","","634.6703491210938","634.6703491210938","634.6703491210938","","",""
"109066","","","","","","","772.189208984375","772.189208984375","772.189208984375"
"109076","671.9518432617188","671.9518432617188","671.9518432617188","","","","","",""
"109106","","","","611.5046997070312","611.5046997070312","611.5046997070312","","",""
"109273","632.4381713867188","632.4381713867188","632.4381713867188","","","","","",""
"109277","","","","","","","653.1802978515625","653.1802978515625","653.1802978515625"
"109321","","","","691.3980102539062","691.3980102539062","691.3980102539062","","",""
"109478","661.6366577148438","661.6366577148438","661.6366577148438","","","","","",""
"109507","","","","","","","753.5380249023438","753.5380249023438","753.5380249023438"
"109519","","","","627.8621215820312","627.8621215820312","627.8621215820312","","",""
"109697","704.4198608398438","704.4198608398438","704.4198608398438","","","","","",""
"109718","","","","627.0880737304688","627.0880737304688","627.0880737304688","","",""
"109735","","","","","","","754.6397094726562","754.6397094726562","754.6397094726562"
"109903","660.85205078125","660.85205078125","660.85205078125","","","","","",""
"109920","","","","638.5399169921875","638.5399169921875","638.5399169921875","","",""
"109988","","","","","","","842.1714477539062","842.1714477539062","842.1714477539062"
"110129","","","","666.10400390625","666.10400390625","666.10400390625","","",""
"110149","838.6669921875","838.6669921875","838.6669921875","","","","","",""
"110241","","","","","","","842.0931396484375","842.0931396484375","842.0931396484375"
"110327","","","","626.8674926757812","626.8674926757812","626.8674926757812","","",""
"110341","604.0899658203125","604.0899658203125","604.0899658203125","","","","","",""
"110480","","","","","","","795.5120849609375","795.5120849609375","795.5120849609375"
"110544","","","","703.3970336914062","703.3970336914062","703.3970336914062","","",""
"110559","727.2823486328125","727.2823486328125","727.2823486328125","","","","","",""
"110704","","","","","","","709.9404296875","709.9404296875","709.9404296875"
"110741","","","","632.4365234375","632.4365234375","632.4365234375","","",""
"110774","695.29345703125","695.29345703125","695.29345703125","","","","","",""
"110941","","","","635.2631225585938","635.2631225585938","635.2631225585938","","",""
"110953","","","","","","","825.9078369140625","825.9078369140625","825.9078369140625"
"110997","732.3616943359375","732.3616943359375","732.3616943359375","","","","","",""
"111137","","","","638.4973754882812","638.4973754882812","638.4973754882812","","",""
"111166","","","","","","","661.3734130859375","661.3734130859375","661.3734130859375"
"111237","809.2354125976562","809.2354125976562","809.2354125976562","","","","","",""
"111343","","","","660.6904296875","660.6904296875","660.6904296875","","",""
"111411","","","","","","","815.2026977539062","815.2026977539062","815.2026977539062"
"111451","688.5135498046875","688.5135498046875","688.5135498046875","","","","","",""
"111546","","","","643.8837280273438","643.8837280273438","643.8837280273438","","",""
"111652","633.2597045898438","633.2597045898438","633.2597045898438","","","","","",""
"111663","","","","","","","841.4390869140625","841.4390869140625","841.4390869140625"
"111745","","","","641.234130859375","641.234130859375","641.234130859375","","",""
"111874","724.9151000976562","724.9151000976562","724.9151000976562","","","","","",""
"111904","","","","","","","808.6477661132812","808.6477661132812","808.6477661132812"
"111942","","","","631.1224975585938","631.1224975585938","631.1224975585938","","",""
"112108","786.0555419921875","786.0555419921875","786.0555419921875","","","","","",""
"112151","","","","","","","817.1888427734375","817.1888427734375","817.1888427734375"
"112153","","","","691.9762573242188","691.9762573242188","691.9762573242188","","",""
"112342","780.9334716796875","780.9334716796875","780.9334716796875","","","","","",""
"112355","","","","655.956787109375","655.956787109375","655.956787109375","","",""
"112392","","","","","","","783.964599609375","783.964599609375","783.964599609375"
"112559","","","","661.7127075195312","661.7127075195312","661.7127075195312","","",""
"112569","763.2459716796875","763.2459716796875","763.2459716796875","","","","","",""
"112645","","","","","","","850.0380859375","850.0380859375","850.0380859375"
"112753","","","","636.0994262695312","636.0994262695312","636.0994262695312","","",""
"112801","775.5585327148438","775.5585327148438","775.5585327148438","","","","","",""
"112899","","","","","","","845.8707885742188","845.8707885742188","845.8707885742188"
"112959","","","","650.6070556640625","650.6070556640625","650.6070556640625","","",""
"113005","662.1605834960938","662.1605834960938","662.1605834960938","","","","","",""
"113155","","","","","","","856.703369140625","856.703369140625","856.703369140625"
"113167","","","","658.6078491210938","658.6078491210938","658.6078491210938","","",""
"113239","786.7612915039062","786.7612915039062","786.7612915039062","","","","","",""
"113380","","","","671.34765625","671.34765625","671.34765625","","",""
"113395","","","","","","","796.5792846679688","796.5792846679688","796.5792846679688"
"113469","760.5917358398438","760.5917358398438","760.5917358398438","","","","","",""
"113590","","","","677.6987915039062","677.6987915039062","677.6987915039062","","",""
"113645","","","","","","","834.6056518554688","834.6056518554688","834.6056518554688"
"113697","753.529541015625","753.529541015625","753.529541015625","","","","","",""
"113799","","","","677.7603149414062","677.7603149414062","677.7603149414062","","",""
"113895","","","","","","","834.6952514648438","834.6952514648438","834.6952514648438"
"113949","849.4000244140625","849.4000244140625","849.4000244140625","","","","","",""
"114008","","","","663.4625854492188","663.4625854492188","663.4625854492188","","",""
"114152","","","","","","","854.56103515625","854.56103515625","854.56103515625"
"114176","750.4485473632812","750.4485473632812","750.4485473632812","","","","","",""
"114224","","","","701.25732421875","701.25732421875","701.25732421875","","",""
"114381","644.4644775390625","644.4644775390625","644.4644775390625","","","","","",""
"114416","","","","","","","876.8522338867188","876.8522338867188","876.8522338867188"
"114448","","","","744.4448852539062","744.4448852539062","744.4448852539062","","",""
"114603","732.8690795898438","732.8690795898438","732.8690795898438","","","","","",""
"114659","","","","660.400390625","660.400390625","660.400390625","","",""
"114681","","","","","","","877.0430908203125","877.0430908203125","877.0430908203125"
"114834","764.7050170898438","764.7050170898438","764.7050170898438","","","","","",""
"114871","","","","679.5738525390625","679.5738525390625","679.5738525390625","","",""
"114934","","","","","","","836.8642578125","836.8642578125","836.8642578125"
"115037","649.97705078125","649.97705078125","649.97705078125","","","","","",""
"115081","","","","663.0355224609375","663.0355224609375","663.0355224609375","","",""
"115184","","","","","","","820.744140625","820.744140625","820.744140625"
"115264","762.9150390625","762.9150390625","762.9150390625","","","","","",""
"115279","","","","622.2379760742188","622.2379760742188","622.2379760742188","","",""
"115448","","","","","","","862.4488525390625","862.4488525390625","862.4488525390625"
"115483","","","","660.6160278320312","660.6160278320312","660.6160278320312","","",""
"115486","716.1508178710938","716.1508178710938","716.1508178710938","","","","","",""
"115690","","","","654.5238647460938","654.5238647460938","654.5238647460938","","",""
"115709","","","","","","","872.7879028320312","872.7879028320312","872.7879028320312"
"115714","751.6982421875","751.6982421875","751.6982421875","","","","","",""
"115902","","","","681.041015625","681.041015625","681.041015625","","",""
"115930","681.7330932617188","681.7330932617188","681.7330932617188","","","","","",""
"115966","","","","","","","842.633544921875","842.633544921875","842.633544921875"
"116110","","","","664.8672485351562","664.8672485351562","664.8672485351562","","",""
"116171","808.1128540039062","808.1128540039062","808.1128540039062","","","","","",""
"116228","","","","","","","863.128173828125","863.128173828125","863.128173828125"
"116352","","","","818.4662475585938","818.4662475585938","818.4662475585938","","",""
"116422","840.2152709960938","840.2152709960938","840.2152709960938","","","","","",""
"116482","","","","","","","840.5551147460938","840.5551147460938","840.5551147460938"
"116560","","","","673.3692016601562","673.3692016601562","673.3692016601562","","",""
"116651","765.25439453125","765.25439453125","765.25439453125","","","","","",""
"116742","","","","","","","864.57763671875","864.57763671875","864.57763671875"
"116761","","","","653.6729736328125","653.6729736328125","653.6729736328125","","",""
"116900","827.6331787109375","827.6331787109375","827.6331787109375","","","","","",""
"116970","","","","671.5333251953125","671.5333251953125","671.5333251953125","","",""
"116988","","","","","","","818.8306274414062","818.8306274414062","818.8306274414062"
"117145","819.8624877929688","819.8624877929688","819.8624877929688","","","","","",""
"117184","","","","683.6774291992188","683.6774291992188","683.6774291992188","","",""
"117244","","","","","","","837.4727783203125","837.4727783203125","837.4727783203125"
"117377","773.447509765625","773.447509765625","773.447509765625","","","","","",""
"117396","","","","676.031982421875","676.031982421875","676.031982421875","","",""
"117502","","","","","","","829.8148193359375","829.8148193359375","829.8148193359375"
"117612","791.8609008789062","791.8609008789062","791.8609008789062","","","","","",""
"117613","","","","707.5391845703125","707.5391845703125","707.5391845703125","","",""
"117759","","","","","","","846.069580078125","846.069580078125","846.069580078125"
"117841","","","","756.5556030273438","756.5556030273438","756.5556030273438","","",""
"117859","825.7081909179688","825.7081909179688","825.7081909179688","","","","","",""
"118017","","","","","","","857.1114501953125","857.1114501953125","857.1114501953125"
"118050","","","","664.263671875","664.263671875","664.263671875","","",""
"118104","832.0496215820312","832.0496215820312","832.0496215820312","","","","","",""
"118255","","","","","","","777.1312255859375","777.1312255859375","777.1312255859375"
"118292","","","","817.6430053710938","817.6430053710938","817.6430053710938","","",""
"118361","837.3135375976562","837.3135375976562","837.3135375976562","","","","","",""
"118499","","","","672.2925415039062","672.2925415039062","672.2925415039062","","",""
"118517","","","","","","","860.8294067382812","860.8294067382812","860.8294067382812"
"118607","815.7943115234375","815.7943115234375","815.7943115234375","","","","","",""
"118722","","","","746.6591186523438","746.6591186523438","746.6591186523438","","",""
"118769","","","","","","","831.4439086914062","831.4439086914062","831.4439086914062"
"118845","787.3295288085938","787.3295288085938","787.3295288085938","","","","","",""
"118942","","","","719.5297241210938","719.5297241210938","719.5297241210938","","",""
"119026","","","","","","","829.2880249023438","829.2880249023438","829.2880249023438"
"119103","854.1345825195312","854.1345825195312","854.1345825195312","","","","","",""
"119175","","","","774.8880615234375","774.8880615234375","774.8880615234375","","",""
"119280","","","","","","","855.8575439453125","855.8575439453125","855.8575439453125"
"119348","825.4976806640625","825.4976806640625","825.4976806640625","","","","","",""
"119374","","","","644.5228271484375","644.5228271484375","644.5228271484375","","",""
"119523","","","","","","","811.0859375","811.0859375","811.0859375"
"119587","804.8278198242188","804.8278198242188","804.8278198242188","","","","","",""
"119593","","","","711.2244262695312","711.2244262695312","711.2244262695312","","",""
"119785","","","","","","","855.5436401367188","855.5436401367188","855.5436401367188"
"119807","","","","692.107666015625","692.107666015625","692.107666015625","","",""
"119821","786.5236206054688","786.5236206054688","786.5236206054688","","","","","",""
"120041","","","","","","","841.702880859375","841.702880859375","841.702880859375"
"120047","","","","822.19384765625","822.19384765625","822.19384765625","","",""
"120085","873.1384887695312","873.1384887695312","873.1384887695312","","","","","",""
"120244","","","","642.4832153320312","642.4832153320312","642.4832153320312","","",""
"120306","","","","","","","876.6773681640625","876.6773681640625","876.6773681640625"
"120358","910.5114135742188","910.5114135742188","910.5114135742188","","","","","",""
"120465","","","","739.1478881835938","739.1478881835938","739.1478881835938","","",""
"120580","707.8601684570312","707.8601684570312","707.8601684570312","","","","","",""
"120585","","","","","","","900.7562866210938","900.7562866210938","900.7562866210938"
"120665","","","","647.8626708984375","647.8626708984375","647.8626708984375","","",""
"120841","868.4413452148438","868.4413452148438","868.4413452148438","","","","","",""
"120872","","","","674.0281982421875","674.0281982421875","674.0281982421875","922.7235107421875","922.7235107421875","922.7235107421875"
"121113","894.7530517578125","894.7530517578125","894.7530517578125","","","","","",""
"121115","","","","807.9946899414062","807.9946899414062","807.9946899414062","","",""
"121145","","","","","","","904.2989501953125","904.2989501953125","904.2989501953125"
"121348","784.9596557617188","784.9596557617188","784.9596557617188","","","","","",""
"121349","","","","778.7594604492188","778.7594604492188","778.7594604492188","","",""
"121409","","","","","","","858.7813110351562","858.7813110351562","858.7813110351562"
"121571","","","","740.7339477539062","740.7339477539062","740.7339477539062","","",""
"121608","864.69580078125","864.69580078125","864.69580078125","","","","","",""
"121652","","","","","","","784.33984375","784.33984375","784.33984375"
"121814","","","","821.0799560546875","821.0799560546875","821.0799560546875","","",""
"121856","818.31591796875","818.31591796875","818.31591796875","","","","","",""
"121924","","","","","","","899.0536499023438","899.0536499023438","899.0536499023438"
"122028","","","","695.5133056640625","695.5133056640625","695.5133056640625","","",""
"122097","809.3228759765625","809.3228759765625","809.3228759765625","","","","","",""
"122181","","","","","","","855.9736328125","855.9736328125","855.9736328125"
"122266","","","","802.0792236328125","802.0792236328125","802.0792236328125","","",""
"122324","738.2362060546875","738.2362060546875","738.2362060546875","","","","","",""
"122436","","","","","","","836.7179565429688","836.7179565429688","836.7179565429688"
"122479","","","","690.544921875","690.544921875","690.544921875","","",""
"122566","813.7070922851562","813.7070922851562","813.7070922851562","","","","","",""
"122695","","","","","","","855.7542724609375","855.7542724609375","855.7542724609375"
"122730","","","","852.2257690429688","852.2257690429688","852.2257690429688","","",""
