"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"8364","-649.0261383727369","-649.0261383727369","-649.0261383727369","-367.00233817871054","-367.00233817871054","-367.00233817871054","-364.9315648901183","-364.9315648901183","-364.9315648901183","","","","-429.829318301993","-429.829318301993","-429.829318301993","-343.3743471919813","-343.3743471919813","-343.3743471919813"
"8446","-654.4369313460675","-654.4369313460675","-654.4369313460675","-346.61176410564235","-346.61176410564235","-346.61176410564235","-343.19441238991897","-343.19441238991897","-343.19441238991897","","","","-404.50475002660954","-404.50475002660954","-404.50475002660954","-339.527154781061","-339.527154781061","-339.527154781061"
"8528","-609.253200481459","-609.253200481459","-609.253200481459","-337.38728976590204","-337.38728976590204","-337.38728976590204","-340.16293478022396","-340.16293478022396","-340.16293478022396","","","","-405.0803550418254","-405.0803550418254","-405.0803550418254","-333.1193067237662","-333.1193067237662","-333.1193067237662"
"8610","-694.056508916324","-694.056508916324","-694.056508916324","-388.4727670108001","-388.4727670108001","-388.4727670108001","-388.6562358351491","-388.6562358351491","-388.6562358351491","","","","-428.4015647139897","-428.4015647139897","-428.4015647139897","-331.55606108114495","-331.55606108114495","-331.55606108114495"
"8774","-682.7115261517331","-682.7115261517331","-682.7115261517331","-406.1692773691801","-406.1692773691801","-406.1692773691801","-398.94434316749516","-398.94434316749516","-398.94434316749516","","","","-435.29592427960847","-435.29592427960847","-435.29592427960847","-336.46510705719027","-336.46510705719027","-336.46510705719027"
"8856","-642.8199089986305","-642.8199089986305","-642.8199089986305","-359.1403942415089","-359.1403942415089","-359.1403942415089","-349.08640325601795","-349.08640325601795","-349.08640325601795","","","","-400.17743394611483","-400.17743394611483","-400.17743394611483","-382.556669699974","-382.556669699974","-382.556669699974"
"8938","-659.3304623236185","-659.3304623236185","-659.3304623236185","-383.6247075543106","-383.6247075543106","-383.6247075543106","-374.92813876862056","-374.92813876862056","-374.92813876862056","","","","-380.7613458665115","-380.7613458665115","-380.7613458665115","-339.309435450722","-339.309435450722","-339.309435450722"
"9020","-661.1448425104333","-661.1448425104333","-661.1448425104333","-375.8665757337105","-375.8665757337105","-375.8665757337105","-381.63284378551526","-381.63284378551526","-381.63284378551526","","","","-433.5619910901502","-433.5619910901502","-433.5619910901502","-344.5776858211742","-344.5776858211742","-344.5776858211742"
"9102","-649.8625685843941","-649.8625685843941","-649.8625685843941","-370.8772791690407","-370.8772791690407","-370.8772791690407","-371.77645613377223","-371.77645613377223","-371.77645613377223","","","","-427.94409597546627","-427.94409597546627","-427.94409597546627","-332.6421513602492","-332.6421513602492","-332.6421513602492"
"9266","-649.745301900293","-649.745301900293","-649.745301900293","-347.73428445936094","-347.73428445936094","-347.73428445936094","-355.58599498568566","-355.58599498568566","-355.58599498568566","","","","-385.80735881697984","-385.80735881697984","-385.80735881697984","-365.76028551388606","-365.76028551388606","-365.76028551388606"
"9348","-655.217266713422","-655.217266713422","-655.217266713422","-360.0622729563388","-360.0622729563388","-360.0622729563388","-366.581505126849","-366.581505126849","-366.581505126849","","","","-401.44591668231203","-401.44591668231203","-401.44591668231203","-328.5149731156278","-328.5149731156278","-328.5149731156278"
"9430","-726.3601107896943","-726.3601107896943","-726.3601107896943","-370.69243257115915","-370.69243257115915","-370.69243257115915","-380.015714582185","-380.015714582185","-380.015714582185","","","","-443.0775853933776","-443.0775853933776","-443.0775853933776","-332.53013495871454","-332.53013495871454","-332.53013495871454"
"9512","-711.6288018954868","-711.6288018954868","-711.6288018954868","-359.2916573478295","-359.2916573478295","-359.2916573478295","-364.59564149265464","-364.59564149265464","-364.59564149265464","","","","-413.76638993810064","-413.76638993810064","-413.76638993810064","-347.9202782300547","-347.9202782300547","-347.9202782300547"
"9676","-753.2640485222591","-753.2640485222591","-753.2640485222591","-389.88149641672567","-389.88149641672567","-389.88149641672567","-400.6515988435078","-400.6515988435078","-400.6515988435078","","","","-446.5945985681055","-446.5945985681055","-446.5945985681055","-323.9222008462569","-323.9222008462569","-323.9222008462569"
"9758","-679.0716540671492","-679.0716540671492","-679.0716540671492","-369.77312303951277","-369.77312303951277","-369.77312303951277","-368.5489099124697","-368.5489099124697","-368.5489099124697","","","","-433.98828357559404","-433.98828357559404","-433.98828357559404","-356.0960668578711","-356.0960668578711","-356.0960668578711"
"9840","-724.8791198064957","-724.8791198064957","-724.8791198064957","-359.40732226838156","-359.40732226838156","-359.40732226838156","-371.5077148246382","-371.5077148246382","-371.5077148246382","","","","-436.7684167715455","-436.7684167715455","-436.7684167715455","-352.31587741937716","-352.31587741937716","-352.31587741937716"
"9922","-707.0415280524356","-707.0415280524356","-707.0415280524356","-349.1986625829318","-349.1986625829318","-349.1986625829318","-357.9663545919229","-357.9663545919229","-357.9663545919229","","","","-405.81190792388065","-405.81190792388065","-405.81190792388065","-355.13082216258016","-355.13082216258016","-355.13082216258016"
"10004","-678.4465847941643","-678.4465847941643","-678.4465847941643","-353.9439279124355","-353.9439279124355","-353.9439279124355","-351.5812816714466","-351.5812816714466","-351.5812816714466","","","","-381.52477783695394","-381.52477783695394","-381.52477783695394","-327.8904968277573","-327.8904968277573","-327.8904968277573"
"10168","-740.3903996532987","-740.3903996532987","-740.3903996532987","-395.93732276387925","-395.93732276387925","-395.93732276387925","-385.0946971947339","-385.0946971947339","-385.0946971947339","","","","-437.3092294377412","-437.3092294377412","-437.3092294377412","-350.130992620815","-350.130992620815","-350.130992620815"
"10250","-688.7968717666868","-688.7968717666868","-688.7968717666868","-350.56300998037875","-350.56300998037875","-350.56300998037875","-355.7150728437968","-355.7150728437968","-355.7150728437968","","","","-407.2570515053766","-407.2570515053766","-407.2570515053766","-343.3301000322891","-343.3301000322891","-343.3301000322891"
"10332","-738.6494982712272","-738.6494982712272","-738.6494982712272","-390.52272905982153","-390.52272905982153","-390.52272905982153","-387.7070457826554","-387.7070457826554","-387.7070457826554","","","","-446.7908047347449","-446.7908047347449","-446.7908047347449","-336.2922596975593","-336.2922596975593","-336.2922596975593"
"10414","-717.6400840844783","-717.6400840844783","-717.6400840844783","-362.75776660820827","-362.75776660820827","-362.75776660820827","-359.2399547862738","-359.2399547862738","-359.2399547862738","","","","-389.76362628396765","-389.76362628396765","-389.76362628396765","-354.2797736999289","-354.2797736999289","-354.2797736999289"
"10578","-672.9363986140473","-672.9363986140473","-672.9363986140473","-363.1635857817874","-363.1635857817874","-363.1635857817874","-357.97516580297173","-357.97516580297173","-357.97516580297173","","","","-397.7317178712135","-397.7317178712135","-397.7317178712135","-313.7147864365508","-313.7147864365508","-313.7147864365508"
"10660","-699.9106839659872","-699.9106839659872","-699.9106839659872","-333.5531580916147","-333.5531580916147","-333.5531580916147","-323.3894257895064","-323.3894257895064","-323.3894257895064","","","","-386.0935244198238","-386.0935244198238","-386.0935244198238","-352.41621492077195","-352.41621492077195","-352.41621492077195"
"10742","-681.9143769893519","-681.9143769893519","-681.9143769893519","-365.2324933228845","-365.2324933228845","-365.2324933228845","-351.00563000902963","-351.00563000902963","-351.00563000902963","","","","-427.5208790869161","-427.5208790869161","-427.5208790869161","-372.2687711098651","-372.2687711098651","-372.2687711098651"
"10824","-713.0207937411557","-713.0207937411557","-713.0207937411557","-357.8364201298901","-357.8364201298901","-357.8364201298901","-350.6307108348999","-350.6307108348999","-350.6307108348999","","","","-408.54676496745094","-408.54676496745094","-408.54676496745094","-345.32795862186055","-345.32795862186055","-345.32795862186055"
"10906","-674.3105865230788","-674.3105865230788","-674.3105865230788","-354.714635656092","-354.714635656092","-354.714635656092","-347.23007764684337","-347.23007764684337","-347.23007764684337","","","","-389.37964179187077","-389.37964179187077","-389.37964179187077","-330.7857414536444","-330.7857414536444","-330.7857414536444"
"11070","-721.703578885705","-721.703578885705","-721.703578885705","-358.2945045129555","-358.2945045129555","-358.2945045129555","-354.50464242724235","-354.50464242724235","-354.50464242724235","","","","-393.30494025124887","-393.30494025124887","-393.30494025124887","-360.09625073804665","-360.09625073804665","-360.09625073804665"
"11152","-651.6813188194527","-651.6813188194527","-651.6813188194527","-343.54986654039715","-343.54986654039715","-343.54986654039715","-331.2086721841876","-331.2086721841876","-331.2086721841876","","","","-391.4316913729376","-391.4316913729376","-391.4316913729376","-359.81817481637694","-359.81817481637694","-359.81817481637694"
"11234","-758.8932357497267","-758.8932357497267","-758.8932357497267","-387.25788347414596","-387.25788347414596","-387.25788347414596","-363.70263183061985","-363.70263183061985","-363.70263183061985","","","","-413.7537395660085","-413.7537395660085","-413.7537395660085","-318.1888816679928","-318.1888816679928","-318.1888816679928"
"11316","-671.5805216675503","-671.5805216675503","-671.5805216675503","-353.00361138708183","-353.00361138708183","-353.00361138708183","-350.1780030010227","-350.1780030010227","-350.1780030010227","","","","-399.0959755494311","-399.0959755494311","-399.0959755494311","-348.04853930091514","-348.04853930091514","-348.04853930091514"
"11480","-680.0263795249722","-680.0263795249722","-680.0263795249722","-362.15723620445823","-362.15723620445823","-362.15723620445823","-361.58578140170147","-361.58578140170147","-361.58578140170147","","","","-432.646977972497","-432.646977972497","-432.646977972497","-342.04749809172114","-342.04749809172114","-342.04749809172114"
"11562","-675.2629961940651","-675.2629961940651","-675.2629961940651","-343.79498451006504","-343.79498451006504","-343.79498451006504","-342.90184517447955","-342.90184517447955","-342.90184517447955","","","","-386.32506446472377","-386.32506446472377","-386.32506446472377","-360.53406831424525","-360.53406831424525","-360.53406831424525"
"11644","-666.8262062331431","-666.8262062331431","-666.8262062331431","-344.1146815190578","-344.1146815190578","-344.1146815190578","-344.3753765622348","-344.3753765622348","-344.3753765622348","","","","-399.3113811270676","-399.3113811270676","-399.3113811270676","-363.0036714098291","-363.0036714098291","-363.0036714098291"
"11726","-688.7539585524552","-688.7539585524552","-688.7539585524552","-341.18906323411926","-341.18906323411926","-341.18906323411926","-337.5659582187468","-337.5659582187468","-337.5659582187468","","","","-408.2342825965698","-408.2342825965698","-408.2342825965698","-322.67956253114585","-322.67956253114585","-322.67956253114585"
"11808","-670.221468678991","-670.221468678991","-670.221468678991","-331.9880023314809","-331.9880023314809","-331.9880023314809","-329.96372316502135","-329.96372316502135","-329.96372316502135","","","","-356.39265702926264","-356.39265702926264","-356.39265702926264","-333.8339562418327","-333.8339562418327","-333.8339562418327"
"11972","-691.8183194408706","-691.8183194408706","-691.8183194408706","-345.6317776225385","-345.6317776225385","-345.6317776225385","-352.57144414196824","-352.57144414196824","-352.57144414196824","","","","-390.6195351362288","-390.6195351362288","-390.6195351362288","-353.07228401688354","-353.07228401688354","-353.07228401688354"
"12054","-712.0279660254799","-712.0279660254799","-712.0279660254799","-368.78215340464624","-368.78215340464624","-368.78215340464624","-360.26790392472765","-360.26790392472765","-360.26790392472765","","","","-395.7926076199238","-395.7926076199238","-395.7926076199238","-327.1324858964267","-327.1324858964267","-327.1324858964267"
"12136","-672.3756761982913","-672.3756761982913","-672.3756761982913","-349.39506451022584","-349.39506451022584","-349.39506451022584","-336.46583560856726","-336.46583560856726","-336.46583560856726","","","","-399.536390340153","-399.536390340153","-399.536390340153","-339.4282592778829","-339.4282592778829","-339.4282592778829"
"12218","-728.493307811981","-728.493307811981","-728.493307811981","-380.90573510134","-380.90573510134","-380.90573510134","-377.1194168371239","-377.1194168371239","-377.1194168371239","","","","-446.16937816848434","-446.16937816848434","-446.16937816848434","-334.18942033665263","-334.18942033665263","-334.18942033665263"
